# lockdown-inventory-v1
# owning-go-source	pkg/statistics/histogram.go
# source-sha256	1233e0a3430067400eaee5d562772cc83541fce8ae8b3e4579895a574c8c1024
# owning-go-test	pkg/statistics/histogram_test.go
# test-sha256	8adb0d249a37ffa08c859ea1709426cfc0e98c4fc5a7ff689726fce0a1904a7a
# adjacent-go-test	pkg/statistics/statistics_test.go
# adjacent-test-sha256	2252313be49f161986afe7a94c379ca875bf79930b4f6c52a0b5e3cd9ffafe35
# package-claim	File-level LOCKDOWN for pkg/statistics/histogram.go; split leaf modules are named by PORTED symbols and unowned integrations remain explicit.
id	category	go_item	status	rust_symbol	evidence
B98	branch	Histogram.OutOfRangeRowCount:1226 if totalPercent > 0	PORTED	Histogram::out_of_range_row_count	histogram_source_tests_and_ported_symbol_gate
B99	branch	Histogram.OutOfRangeRowCount:1235 if skewRatio > 0	PORTED	Histogram::out_of_range_row_count	histogram_source_tests_and_ported_symbol_gate
B100	branch	Histogram.OutOfRangeRowCount:1246 if modifyCount == 0 || addedRows == 0	PORTED	Histogram::out_of_range_row_count	histogram_source_tests_and_ported_symbol_gate
B101	branch	Histogram.OutOfRangeRowCount:1247 if realtimeRowCount <= 0	PORTED	Histogram::out_of_range_row_count	histogram_source_tests_and_ported_symbol_gate
B102	branch	Histogram.OutOfRangeRowCount:1254 if maxTotalPercent > 0	PORTED	Histogram::out_of_range_row_count	histogram_source_tests_and_ported_symbol_gate
B103	branch	Histogram.OutOfRangeRowCount:1263 if skewRatio > 0	PORTED	Histogram::out_of_range_row_count	histogram_source_tests_and_ported_symbol_gate
F62	function	Histogram.Copy:1276 	PORTED	Histogram::copy	histogram_source_tests_and_ported_symbol_gate
B104	branch	Histogram.Copy:1277 if hg == nil	PORTED	Histogram::copy	histogram_source_tests_and_ported_symbol_gate
B105	branch	Histogram.Copy:1281 if hg.Bounds != nil	PORTED	Histogram::copy	histogram_source_tests_and_ported_symbol_gate
F63	function	Histogram.TruncateHistogram:1290 	PORTED	Histogram::truncate	histogram_source_tests_and_ported_symbol_gate
D14	declaration	dataCnt:1297 type	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
F64	function	GetIndexPrefixLens:1303 	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
L24	loop	GetIndexPrefixLens:1307 for len(data) > 0	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
B106	branch	GetIndexPrefixLens:1309 if err != nil	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
F65	function	Histogram.ExtractTopN:1319 	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
B107	branch	Histogram.ExtractTopN:1320 if hg.Len() == 0 || cms == nil || numTopN == 0	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
L25	loop	Histogram.ExtractTopN:1329 range hg.Bounds.NumRows()	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
B108	branch	Histogram.ExtractTopN:1332 if err != nil	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
L26	loop	Histogram.ExtractTopN:1335 range prefixLens	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
B109	branch	Histogram.ExtractTopN:1338 if ok	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
B110	branch	Histogram.ExtractTopN:1343 if res >= limit	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
B111	branch	Histogram.ExtractTopN:1349 if len(dataCnts) > int(numTopN)	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
L27	loop	Histogram.ExtractTopN:1353 range dataCnts	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
D15	declaration	bucket4MergingPool:1363 var	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
F66	function	newbucket4MergingForRecycle:1369 	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
F67	function	releasebucket4MergingForRecycle:1373 	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
D16	declaration	bucket4Merging:1382 type	PORTED	BucketForMerging	histogram_source_tests_and_ported_symbol_gate
F68	function	newBucket4Meging:1392 	PORTED	BucketForMerging	histogram_source_tests_and_ported_symbol_gate
F69	function	Histogram.buildBucket4Merging:1407 	PORTED	BucketForMerging::from_histogram	histogram_source_tests_and_ported_symbol_gate
L28	loop	Histogram.buildBucket4Merging:1409 range hg.Len()	PORTED	BucketForMerging::from_histogram	histogram_source_tests_and_ported_symbol_gate
B112	branch	Histogram.buildBucket4Merging:1416 if i != 0	PORTED	BucketForMerging::from_histogram	histogram_source_tests_and_ported_symbol_gate
F70	function	bucket4Merging.Clone:1424 	PORTED	BucketForMerging::clone	histogram_source_tests_and_ported_symbol_gate
F71	function	mergeBucketNDV:1437 	PORTED	merge_bucket_ndv	histogram_source_tests_and_ported_symbol_gate
B113	branch	mergeBucketNDV:1439 if left.Count == 0	PORTED	merge_bucket_ndv	histogram_source_tests_and_ported_symbol_gate
B114	branch	mergeBucketNDV:1442 if right.Count == 0	PORTED	merge_bucket_ndv	histogram_source_tests_and_ported_symbol_gate
B115	branch	mergeBucketNDV:1449 if err != nil	PORTED	merge_bucket_ndv	histogram_source_tests_and_ported_symbol_gate
B116	branch	mergeBucketNDV:1455 if upperCompare < 0	PORTED	merge_bucket_ndv	histogram_source_tests_and_ported_symbol_gate
B117	branch	mergeBucketNDV:1463 if upperCompare == 0	PORTED	merge_bucket_ndv	histogram_source_tests_and_ported_symbol_gate
B118	branch	mergeBucketNDV:1465 if err != nil	PORTED	merge_bucket_ndv	histogram_source_tests_and_ported_symbol_gate
B119	branch	mergeBucketNDV:1471 if lowerCompare < 0	PORTED	merge_bucket_ndv	histogram_source_tests_and_ported_symbol_gate
B120	branch	mergeBucketNDV:1479 if lowerCompare == 0	PORTED	merge_bucket_ndv	histogram_source_tests_and_ported_symbol_gate
B121	branch	mergeBucketNDV:1480 if left.NDV > right.NDV	PORTED	merge_bucket_ndv	histogram_source_tests_and_ported_symbol_gate
B122	branch	mergeBucketNDV:1498 if err != nil	PORTED	merge_bucket_ndv	histogram_source_tests_and_ported_symbol_gate
B123	branch	mergeBucketNDV:1506 if lowerCompareUpper >= 0	PORTED	merge_bucket_ndv	histogram_source_tests_and_ported_symbol_gate
B124	branch	mergeBucketNDV:1515 if err != nil	PORTED	merge_bucket_ndv	histogram_source_tests_and_ported_symbol_gate
B125	branch	mergeBucketNDV:1525 if lowerCompare >= 0	PORTED	merge_bucket_ndv	histogram_source_tests_and_ported_symbol_gate
F72	function	mergePartitionBuckets:1556 	PORTED	merge_partition_buckets	histogram_source_tests_and_ported_symbol_gate
B126	branch	mergePartitionBuckets:1557 if len(buckets) == 0	PORTED	merge_partition_buckets	histogram_source_tests_and_ported_symbol_gate
L29	loop	mergePartitionBuckets:1568 for i >= 0	PORTED	merge_partition_buckets	histogram_source_tests_and_ported_symbol_gate
B127	branch	mergePartitionBuckets:1572 if err != nil	PORTED	merge_partition_buckets	histogram_source_tests_and_ported_symbol_gate
B128	branch	mergePartitionBuckets:1575 if compare == 0	PORTED	merge_partition_buckets	histogram_source_tests_and_ported_symbol_gate
B129	branch	mergePartitionBuckets:1578 if i != len(buckets)-1	PORTED	merge_partition_buckets	histogram_source_tests_and_ported_symbol_gate
B130	branch	mergePartitionBuckets:1580 if err != nil	PORTED	merge_partition_buckets	histogram_source_tests_and_ported_symbol_gate
F73	function	TopNMeta.buildBucket4Merging:1595 	PORTED	BucketForMerging::from_topn	histogram_source_tests_and_ported_symbol_gate
B131	branch	TopNMeta.buildBucket4Merging:1601 if analyzeVer <= Version2	PORTED	BucketForMerging::from_topn	histogram_source_tests_and_ported_symbol_gate
F74	function	MergePartitionHist2GlobalHist:1612 	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
B132	branch	MergePartitionHist2GlobalHist:1615 if expBucketNumber == 0	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
B133	branch	MergePartitionHist2GlobalHist:1621 if len(hists) == 0	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
L30	loop	MergePartitionHist2GlobalHist:1624 range hists	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
B134	branch	MergePartitionHist2GlobalHist:1628 if histLen > 0	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
B135	branch	MergePartitionHist2GlobalHist:1634 if bucketNumber+len(popedTopN) == 0	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
L31	loop	MergePartitionHist2GlobalHist:1643 range hists	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
L32	loop	MergePartitionHist2GlobalHist:1647 range popedTopN	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
B136	branch	MergePartitionHist2GlobalHist:1650 if err != nil	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
L33	loop	MergePartitionHist2GlobalHist:1658 range buckets	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
B137	branch	MergePartitionHist2GlobalHist:1659 if buckets[i].Count != 0	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
L34	loop	MergePartitionHist2GlobalHist:1666 for n < len(buckets)	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
B138	branch	MergePartitionHist2GlobalHist:1672 if err != nil	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
L35	loop	MergePartitionHist2GlobalHist:1683 for i >= 0	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
B139	branch	MergePartitionHist2GlobalHist:1684 if currentLeftMost == nil	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
B140	branch	MergePartitionHist2GlobalHist:1688 if err != nil	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
B141	branch	MergePartitionHist2GlobalHist:1691 if res > 0	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
B142	branch	MergePartitionHist2GlobalHist:1696 if sum >= totCount*bucketCount/expBucketNumber && sum-prevSum >= gBucketCountThreshold	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
L36	loop	MergePartitionHist2GlobalHist:1701 for i > 0	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
B143	branch	MergePartitionHist2GlobalHist:1703 if err != nil	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
B144	branch	MergePartitionHist2GlobalHist:1706 if res != 0	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
B145	branch	MergePartitionHist2GlobalHist:1712 if err != nil	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
B146	branch	MergePartitionHist2GlobalHist:1715 if res > 0	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
L37	loop	MergePartitionHist2GlobalHist:1724 for i > 0	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
B147	branch	MergePartitionHist2GlobalHist:1726 if err != nil	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
B148	branch	MergePartitionHist2GlobalHist:1730 if res < 0	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
B149	branch	MergePartitionHist2GlobalHist:1735 if err != nil	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
B150	branch	MergePartitionHist2GlobalHist:1739 if res >= 0	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
B151	branch	MergePartitionHist2GlobalHist:1753 if buckets[i-1].NDV < 0	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
B152	branch	MergePartitionHist2GlobalHist:1756 if buckets[i-1].Count < 0	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
B153	branch	MergePartitionHist2GlobalHist:1771 if len(cutAndFixBuffer) == 0	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
B154	branch	MergePartitionHist2GlobalHist:1773 if err != nil	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
B155	branch	MergePartitionHist2GlobalHist:1783 if err != nil	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
L38	loop	MergePartitionHist2GlobalHist:1786 range cutAndFixBuffer	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
B156	branch	MergePartitionHist2GlobalHist:1791 if err != nil	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
L39	loop	MergePartitionHist2GlobalHist:1802 for leftMostInvalidPosForNextRound > i	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
B157	branch	MergePartitionHist2GlobalHist:1804 if err != nil	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
B158	branch	MergePartitionHist2GlobalHist:1809 if res < 0	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
B159	branch	MergePartitionHist2GlobalHist:1824 if r > 0	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
L40	loop	MergePartitionHist2GlobalHist:1826 range buckets[:r]	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
B160	branch	MergePartitionHist2GlobalHist:1827 if i == 0	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
B161	branch	MergePartitionHist2GlobalHist:1831 if err != nil	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
B162	branch	MergePartitionHist2GlobalHist:1834 if res > 0	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
B163	branch	MergePartitionHist2GlobalHist:1840 if err != nil	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
L41	loop	MergePartitionHist2GlobalHist:1846 range buckets	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
L42	loop	MergePartitionHist2GlobalHist:1852 for i < len(globalBuckets)	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
L43	loop	MergePartitionHist2GlobalHist:1858 range globalBuckets	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
L44	loop	MergePartitionHist2GlobalHist:1860 range hists	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
B164	branch	MergePartitionHist2GlobalHist:1864 if int64(repeat) > bucket.Repeat	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
L45	loop	MergePartitionHist2GlobalHist:1870 range globalBuckets	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
B165	branch	MergePartitionHist2GlobalHist:1871 if !isIndex	PORTED	merge_partition_histograms	histogram_source_tests_and_ported_symbol_gate
F75	function	sortBucketsByUpperBound:1881 	PORTED	sort_buckets_by_upper_bound	histogram_source_tests_and_ported_symbol_gate
B166	branch	sortBucketsByUpperBound:1885 if err != nil	PORTED	sort_buckets_by_upper_bound	histogram_source_tests_and_ported_symbol_gate
B167	branch	sortBucketsByUpperBound:1888 if res != 0	PORTED	sort_buckets_by_upper_bound	histogram_source_tests_and_ported_symbol_gate
B168	branch	sortBucketsByUpperBound:1892 if err != nil	PORTED	sort_buckets_by_upper_bound	histogram_source_tests_and_ported_symbol_gate
F76	function	checkBucket4MergingIsSorted:1902 	PORTED	buckets_are_sorted	histogram_source_tests_and_ported_symbol_gate
B169	branch	checkBucket4MergingIsSorted:1907 if err != nil	PORTED	buckets_are_sorted	histogram_source_tests_and_ported_symbol_gate
B170	branch	checkBucket4MergingIsSorted:1910 if res != 0	PORTED	buckets_are_sorted	histogram_source_tests_and_ported_symbol_gate
B171	branch	checkBucket4MergingIsSorted:1914 if err != nil	PORTED	buckets_are_sorted	histogram_source_tests_and_ported_symbol_gate
D17	declaration	AllLoaded:1925 const	PORTED	ALL_LOADED	histogram_source_tests_and_ported_symbol_gate
D18	declaration	AllEvicted:1927 const	PORTED	ALL_EVICTED	histogram_source_tests_and_ported_symbol_gate
D19	declaration	StatsLoadedStatus:1931 type	PORTED	StatsLoadedStatus	histogram_source_tests_and_ported_symbol_gate
F77	function	NewStatsFullLoadStatus:1937 	PORTED	StatsLoadedStatus::full_load	histogram_source_tests_and_ported_symbol_gate
F78	function	NewStatsAllEvictedStatus:1947 	PORTED	StatsLoadedStatus::all_evicted	histogram_source_tests_and_ported_symbol_gate
F79	function	StatsLoadedStatus.Copy:1955 	PORTED	StatsLoadedStatus::copy	histogram_source_tests_and_ported_symbol_gate
F80	function	StatsLoadedStatus.IsStatsInitialized:1964 	PORTED	StatsLoadedStatus::stats_initialized	histogram_source_tests_and_ported_symbol_gate
F81	function	StatsLoadedStatus.IsLoadNeeded:1970 	PORTED	StatsLoadedStatus::is_load_needed	histogram_source_tests_and_ported_symbol_gate
B172	branch	StatsLoadedStatus.IsLoadNeeded:1971 if s.statsInitialized	PORTED	StatsLoadedStatus::is_load_needed	histogram_source_tests_and_ported_symbol_gate
F82	function	StatsLoadedStatus.IsEssentialStatsLoaded:1981 	PORTED	StatsLoadedStatus::is_essential_stats_loaded	histogram_source_tests_and_ported_symbol_gate
F83	function	StatsLoadedStatus.IsAllEvicted:1986 	PORTED	StatsLoadedStatus::is_all_evicted	histogram_source_tests_and_ported_symbol_gate
F84	function	StatsLoadedStatus.IsFullLoad:1991 	PORTED	StatsLoadedStatus::is_full_load	histogram_source_tests_and_ported_symbol_gate
B173	branch	TopNMeta.buildBucket4Merging:1604 failpoint closure enableTopNNDV	UNREACHABLE	-	measured_go_oracle_topn_bucket_ndv=0_after_enable
T01	test	TestTruncateHistogram:32 	PORTED	source_truncate_histogram_keeps_metadata_and_prefix	histogram_source_tests_and_ported_symbol_gate
T02	test	TestValueToString4InvalidKey:42 	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
T03	test	TestMergePartitionLevelHist:79 	PORTED	source_merge_partition_level_hist_matches_all_go_cases	histogram_source_tests_and_ported_symbol_gate
T04	test	TestMergeBucketNDV:493 	PORTED	source_merge_bucket_ndv_matches_all_go_cases	histogram_source_tests_and_ported_symbol_gate
T05	test	TestIndexQueryBytes:537 	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
T06	test	TestStandardizeForV2AnalyzeIndex:563 	PORTED	source_standardize_v2_index_matches_all_go_tables	histogram_source_tests_and_ported_symbol_gate
T07	test	TestNewPseudoHistogramReuseChunk:700 	DECLINED	-	dependency_or_runtime_contract_outside_dependency_closed_tidb_stats_owner
T08	test	TestMergeHistogram:136 	PORTED	source_merge_histograms_matches_go_cases	histogram_source_tests_and_ported_symbol_gate
