# owner_sha256 job_args.go da1b59226cb2d3a05bbb65c945709088a33fac605237b4e195377c10ebec27bf bytes=65331 lines=1917
# support_sha256 job_args_test.go 7647a990a36ff19f4bc1e56ed915466c6be7c87c32bd0c68a443e24378edb382 bytes=39148 lines=1242
# obligation_id	category	source_path	ast_anchor	node_sha256	owner	verdict	rust_symbol	evidence
Ob4fcca1317d228af	function	pkg/meta/model/job_args.go	GetFlashbackClusterArgs	39391c924170a0c6b782a793a32f975906dc2da81378242043bb230f94feda0f	GetFlashbackClusterArgs	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
Oe6872f84f314c17e	function	pkg/meta/model/job_args.go	GetLockTablesArgs	2c0a4a3d6d88aa7200ec55757bb4834a7e091d53b5bdd7d9670373ea2e56f956	GetLockTablesArgs	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
Odc3f6ab09f2cea72	function	pkg/meta/model/job_args.go	GetMaskingPolicyArgs	16c30c42097cc66572c00abc3f23e60a7d6741526493457d82360376856e3dbf	GetMaskingPolicyArgs	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
Od978ef9446d85625	function	pkg/meta/model/job_args.go	GetModifyColumnArgs	662c12b234b52eb99244e9dd97bbd04761cdd46a52e39eff648b7a971c8abc5c	GetModifyColumnArgs	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
Oc240e302912609b1	function	pkg/meta/model/job_args.go	GetModifyIndexArgs	d9d252e2eecb1ae56627615576db47317e05773da6b5f05d4ee9a8fc8c2da648	GetModifyIndexArgs	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
O9d8fddb81c87867f	function	pkg/meta/model/job_args.go	GetModifySchemaArgs	e65934ba06020471d6a7abcb39659faab8fc2087590a5fdd6311d5932a58c1e9	GetModifySchemaArgs	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
O8bf6346bed9966ad	function	pkg/meta/model/job_args.go	GetModifyTableAutoIDCacheArgs	a8f10b5cf5ed65e96464531671c9754f362b1c53eff6281eea984e631772ea25	GetModifyTableAutoIDCacheArgs	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
Oa31e98a7ddc81ce8	function	pkg/meta/model/job_args.go	GetModifyTableCharsetAndCollateArgs	8889949f9f6fc610aca0ffa3c82b6ce35b13fee94dcf7bd19f22795e76f26554	GetModifyTableCharsetAndCollateArgs	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
O990ef8d450d264a2	function	pkg/meta/model/job_args.go	GetModifyTableCommentArgs	b9bb8e15da2bbf8735278eba5f57d8086597f185873467b0704691b3cc6236c3	GetModifyTableCommentArgs	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
Oab99d7d23615fd3f	function	pkg/meta/model/job_args.go	GetModifyTableEngineAttributeArgs	5a31337075bc8f6ca742fa0278af1caa1571d8dfa7f8794298fe7f1becb3e265	GetModifyTableEngineAttributeArgs	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
O2e74dec74fe3681d	function	pkg/meta/model/job_args.go	GetPlacementPolicyArgs	852573ef0d6f43fb2dd10b4010914e69ce804d2655829518732a949336eeea2b	GetPlacementPolicyArgs	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
Ofc1379f6121af2bf	function	pkg/meta/model/job_args.go	GetRebaseAutoIDArgs	e6f65f92193c3e57c269d1de28d8bde98395b9a8808a3ca876017211f98f4487	GetRebaseAutoIDArgs	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
Odd75bac3dc35852b	function	pkg/meta/model/job_args.go	GetRecoverArgs	cd811cf0666abbcdf03127eb4db89df2be0644b52e63669430453de7536bc202	GetRecoverArgs	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
O3aba9a871ca6ec9c	function	pkg/meta/model/job_args.go	GetRefreshMetaArgs	4d564de17b722f960949e9bed86fd7ab9e948fcfdf5b7e9e39fc9ca5c6d7f089	GetRefreshMetaArgs	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
Of4799e695c5c7394	function	pkg/meta/model/job_args.go	GetRenameTableArgs	09ce08cf87f60d753766fdafc0233f66a15452bd542fb1df6c1388d00a1ea80b	GetRenameTableArgs	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
O9f8884bd32ad024b	branch	pkg/meta/model/job_args.go	GetRenameTableArgs/if:1/false	17a7e8eb5db0648402838d39cb58a5a12a05e5c9283aa52768f804b557ff1939	GetRenameTableArgs	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
O72ab9b1ec562a410	branch	pkg/meta/model/job_args.go	GetRenameTableArgs/if:1/true	17a7e8eb5db0648402838d39cb58a5a12a05e5c9283aa52768f804b557ff1939	GetRenameTableArgs	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
Of53021e69a9cd47f	function	pkg/meta/model/job_args.go	GetRenameTablesArgs	baa063c64407c47cac6f675ab23ca7697567ca752c4782c8906bf1864eedbb49	GetRenameTablesArgs	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
Ob0f7a797a57f6e81	function	pkg/meta/model/job_args.go	GetRenameTablesArgsFromV1	7967c19f2210d42ce29f062d239effd624df241690678819f2758713f4a58167	GetRenameTablesArgsFromV1	PORTED	job_args::rename_tables_args_from_v1	job_args::tests::rename_empty_and_mismatched_parallel_slices_match_go
Od5a86d23078f5710	loop	pkg/meta/model/job_args.go	GetRenameTablesArgsFromV1/loop:1/enters	19eddcb9431e9abb206ae8323c45e764177b65581aeae1fc618ab55cdf6e4687	GetRenameTablesArgsFromV1	PORTED	job_args::rename_tables_args_from_v1	job_args::tests::rename_empty_and_mismatched_parallel_slices_match_go
O22b828d2fbfa5a32	loop	pkg/meta/model/job_args.go	GetRenameTablesArgsFromV1/loop:1/zero_iterations	19eddcb9431e9abb206ae8323c45e764177b65581aeae1fc618ab55cdf6e4687	GetRenameTablesArgsFromV1	PORTED	job_args::rename_tables_args_from_v1	job_args::tests::rename_empty_and_mismatched_parallel_slices_match_go
Obefbb22d7ea78d46	function	pkg/meta/model/job_args.go	GetRepairTableArgs	e8c396f47d5d0f939ff350b791b2e1a338fbe80af5a4c7d7b3a3b797ad068167	GetRepairTableArgs	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
O7885c267439b422e	function	pkg/meta/model/job_args.go	GetResourceGroupArgs	e71f3e64f7a0db22fb371555ed8574b6ec384859629e49e03e9516cdd04eb72a	GetResourceGroupArgs	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
O06e742c4677f803e	function	pkg/meta/model/job_args.go	GetSetDefaultValueArgs	866200cd810d7f102579a93327470ad3cf88158bfa6fc0c70f671a2f3f2b2947	GetSetDefaultValueArgs	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
O27c9fe048595da45	function	pkg/meta/model/job_args.go	GetSetTiFlashReplicaArgs	cadc4ec5f771d02fa10f1d3dfb2c812fc5bfb7d77c6fcd59be4c960e8a96bdd9	GetSetTiFlashReplicaArgs	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
O7235b17eed7ec409	function	pkg/meta/model/job_args.go	GetShardRowIDArgs	bdcf0211e0e2707c569f17ae1d20a2158d408d12ea61a047956c00b0790803d8	GetShardRowIDArgs	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
Oc0ee107cf1039706	function	pkg/meta/model/job_args.go	GetTableColumnArgs	c6602dab18e0a2cec3cd52318b4779ffb74942e88b5d3f8b01fa1f25fc501ec3	GetTableColumnArgs	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
Oaf597dd86910ed3d	function	pkg/meta/model/job_args.go	GetTablePartitionArgs	eb66e9978b2c218fd2425d08b9043147ff96e335dfcec0ab1a296e953a811750	GetTablePartitionArgs	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
Ofc46e3e2fc529fce	branch	pkg/meta/model/job_args.go	GetTablePartitionArgs/if:1/false	17a7e8eb5db0648402838d39cb58a5a12a05e5c9283aa52768f804b557ff1939	GetTablePartitionArgs	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
O94672565b0b81290	branch	pkg/meta/model/job_args.go	GetTablePartitionArgs/if:1/true	17a7e8eb5db0648402838d39cb58a5a12a05e5c9283aa52768f804b557ff1939	GetTablePartitionArgs	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
Oab0681c8a0d361a5	branch	pkg/meta/model/job_args.go	GetTablePartitionArgs/if:2/false	4664d64b6052b357337341566d8928e1cc4eea6876858c9ed93ae0365b9752a2	GetTablePartitionArgs	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
O1a3be12d3b05d13f	branch	pkg/meta/model/job_args.go	GetTablePartitionArgs/if:2/true	4664d64b6052b357337341566d8928e1cc4eea6876858c9ed93ae0365b9752a2	GetTablePartitionArgs	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
O91ca879ee07d238d	function	pkg/meta/model/job_args.go	GetTruncateTableArgs	283e84aa3dc9e30e4cbde4dc63a4273475388b649584fcd8641578bb8a6a630b	GetTruncateTableArgs	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
Of563a4fd74495965	function	pkg/meta/model/job_args.go	GetUpdateTiFlashReplicaStatusArgs	d98e5f913ea2ca5f03b54c338a889dc493fdd458fd516bd559dedab2f0368fa4	GetUpdateTiFlashReplicaStatusArgs	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
Of10a71b23826e78b	function	pkg/meta/model/job_args.go	IndexArg.GetColumnarIndexType	23a7f88c31952c7658e1a2c461c9011cd39af0c9b0d51ae7188bc970a4cb0000	IndexArg.GetColumnarIndexType	PORTED	job_args::index_arg_columnar_index_type	job_args::tests::columnar_index_type_preserves_all_source_boundaries
O014cfdef45a1e726	branch	pkg/meta/model/job_args.go	IndexArg.GetColumnarIndexType/if:1/false	e0a6ce364eab328900c28e4045000fa58743175b5ee3208589b0ccdddb482dbd	IndexArg.GetColumnarIndexType	PORTED	job_args::index_arg_columnar_index_type	job_args::tests::columnar_index_type_preserves_all_source_boundaries
O081ba1d65639e709	branch	pkg/meta/model/job_args.go	IndexArg.GetColumnarIndexType/if:1/true	e0a6ce364eab328900c28e4045000fa58743175b5ee3208589b0ccdddb482dbd	IndexArg.GetColumnarIndexType	PORTED	job_args::index_arg_columnar_index_type	job_args::tests::columnar_index_type_preserves_all_source_boundaries
O6cdb51b566769191	branch	pkg/meta/model/job_args.go	IndexArg.GetColumnarIndexType/if:2/false	5b24ee4cbbced125ba226fabaa6fda7745d68277349deb35a4f1905499a9f56a	IndexArg.GetColumnarIndexType	PORTED	job_args::index_arg_columnar_index_type	job_args::tests::columnar_index_type_preserves_all_source_boundaries
O96b2193c7f159a4c	branch	pkg/meta/model/job_args.go	IndexArg.GetColumnarIndexType/if:2/true	5b24ee4cbbced125ba226fabaa6fda7745d68277349deb35a4f1905499a9f56a	IndexArg.GetColumnarIndexType	PORTED	job_args::index_arg_columnar_index_type	job_args::tests::columnar_index_type_preserves_all_source_boundaries
O5813c8e9d955c90a	short_circuit	pkg/meta/model/job_args.go	IndexArg.GetColumnarIndexType/logical:1:&&/lhs_short_circuits	f2db730a9f9f7929f29c8cffa3cdcd2a77126274c35e3f0083ef18a061945765	IndexArg.GetColumnarIndexType	PORTED	job_args::index_arg_columnar_index_type	job_args::tests::columnar_index_type_preserves_all_source_boundaries
O7890b0d85a8e46ac	short_circuit	pkg/meta/model/job_args.go	IndexArg.GetColumnarIndexType/logical:1:&&/rhs_evaluated	f2db730a9f9f7929f29c8cffa3cdcd2a77126274c35e3f0083ef18a061945765	IndexArg.GetColumnarIndexType	PORTED	job_args::index_arg_columnar_index_type	job_args::tests::columnar_index_type_preserves_all_source_boundaries
Oc145290ed37c8ec2	short_circuit	pkg/meta/model/job_args.go	IndexArg.GetColumnarIndexType/logical:2:&&/lhs_short_circuits	9ceabc1bd866e02ae4f30efb5b45be37574ed65ea9a35bafa6b5218cad925625	IndexArg.GetColumnarIndexType	PORTED	job_args::index_arg_columnar_index_type	job_args::tests::columnar_index_type_preserves_all_source_boundaries
O1ee4a96a941b0e1c	short_circuit	pkg/meta/model/job_args.go	IndexArg.GetColumnarIndexType/logical:2:&&/rhs_evaluated	9ceabc1bd866e02ae4f30efb5b45be37574ed65ea9a35bafa6b5218cad925625	IndexArg.GetColumnarIndexType	PORTED	job_args::index_arg_columnar_index_type	job_args::tests::columnar_index_type_preserves_all_source_boundaries
O60ecd100504b10b7	function	pkg/meta/model/job_args.go	LockTablesArgs.decodeV1	1861f90210133a55665c5dbf0ab60206a373b627dc27407f5140722302f41d30	LockTablesArgs.decodeV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
Od79e649f0b483267	function	pkg/meta/model/job_args.go	LockTablesArgs.getArgsV1	228b08c3b135ff9cfe8b30b1ab950acfd79fd8f3edf5e5dcb8db308152e8b99d	LockTablesArgs.getArgsV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
Obd9107b58b20f646	function	pkg/meta/model/job_args.go	MaskingPolicyArgs.decodeV1	1861f90210133a55665c5dbf0ab60206a373b627dc27407f5140722302f41d30	MaskingPolicyArgs.decodeV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
O1c4921f6cb4b4d32	branch	pkg/meta/model/job_args.go	MaskingPolicyArgs.decodeV1/if:1/false	a97d587dc48b0b0500b9d24fd14bc4f1b7c57ad7bd55543cc6b7b88d9fc2e9a3	MaskingPolicyArgs.decodeV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
O5ca897901c653070	branch	pkg/meta/model/job_args.go	MaskingPolicyArgs.decodeV1/if:1/true	a97d587dc48b0b0500b9d24fd14bc4f1b7c57ad7bd55543cc6b7b88d9fc2e9a3	MaskingPolicyArgs.decodeV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
Od98c47e6d2d80bc9	branch	pkg/meta/model/job_args.go	MaskingPolicyArgs.decodeV1/if:2/false	78040b1ab303a9b1ff244da79acec23aac1f07cdf20b9b6382352c7b7d2d5d3c	MaskingPolicyArgs.decodeV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
Oea8ce6049a0e0a01	branch	pkg/meta/model/job_args.go	MaskingPolicyArgs.decodeV1/if:2/true	78040b1ab303a9b1ff244da79acec23aac1f07cdf20b9b6382352c7b7d2d5d3c	MaskingPolicyArgs.decodeV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
O8e357bb4844029a3	function	pkg/meta/model/job_args.go	MaskingPolicyArgs.getArgsV1	6d7d43aeaa3848c68e4a71802cb7b63e8b5d748ee57e28970d9c3b5611d3f606	MaskingPolicyArgs.getArgsV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
O8bca0c808daf2a1f	branch	pkg/meta/model/job_args.go	MaskingPolicyArgs.getArgsV1/if:1/false	f25f82116323619b95e5a4217e9b6fe650016ebbd8cb70702898392e531f99c4	MaskingPolicyArgs.getArgsV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
Ob89ef5e4001ba0b1	branch	pkg/meta/model/job_args.go	MaskingPolicyArgs.getArgsV1/if:1/true	f25f82116323619b95e5a4217e9b6fe650016ebbd8cb70702898392e531f99c4	MaskingPolicyArgs.getArgsV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
O9fc8c253f9743247	branch	pkg/meta/model/job_args.go	MaskingPolicyArgs.getArgsV1/if:2/false	80d220798f16bb5cf48bac0602f35ac394152aa7e05cf1188bbbf763ee719bdc	MaskingPolicyArgs.getArgsV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
O950cb9f95938ffd6	branch	pkg/meta/model/job_args.go	MaskingPolicyArgs.getArgsV1/if:2/true	80d220798f16bb5cf48bac0602f35ac394152aa7e05cf1188bbbf763ee719bdc	MaskingPolicyArgs.getArgsV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
Odbb84debdb3c6f0a	function	pkg/meta/model/job_args.go	ModifyColumnArgs.decodeV1	1861f90210133a55665c5dbf0ab60206a373b627dc27407f5140722302f41d30	ModifyColumnArgs.decodeV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
Ofdabab5403ccb363	function	pkg/meta/model/job_args.go	ModifyColumnArgs.getArgsV1	228b08c3b135ff9cfe8b30b1ab950acfd79fd8f3edf5e5dcb8db308152e8b99d	ModifyColumnArgs.getArgsV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
O5aa33843e137a383	branch	pkg/meta/model/job_args.go	ModifyColumnArgs.getArgsV1/if:1/false	ef7618a97d1c71bb92dc70b5c76aae0acf70722d6c048668183ca78f88c03f5b	ModifyColumnArgs.getArgsV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
Oba5bbe17520111b1	branch	pkg/meta/model/job_args.go	ModifyColumnArgs.getArgsV1/if:1/true	ef7618a97d1c71bb92dc70b5c76aae0acf70722d6c048668183ca78f88c03f5b	ModifyColumnArgs.getArgsV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
O8903ca9a25276d35	function	pkg/meta/model/job_args.go	ModifyColumnArgs.getFinishedArgsV1	228b08c3b135ff9cfe8b30b1ab950acfd79fd8f3edf5e5dcb8db308152e8b99d	ModifyColumnArgs.getFinishedArgsV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
O8bbbe056b4d9bb13	function	pkg/meta/model/job_args.go	ModifyIndexArgs.GetRenameIndexes	36004723e46619bb418a82360d489d90d10821e56003861c9048e298acc46e9a	ModifyIndexArgs.GetRenameIndexes	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
O6fd276bcd804e044	function	pkg/meta/model/job_args.go	ModifyIndexArgs.decodeAddColumnarIndexV1	1861f90210133a55665c5dbf0ab60206a373b627dc27407f5140722302f41d30	ModifyIndexArgs.decodeAddColumnarIndexV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
Ob95b39bb86f60b3e	branch	pkg/meta/model/job_args.go	ModifyIndexArgs.decodeAddColumnarIndexV1/if:1/false	ce8d444d906e53fcae46f2ae7fef8438126f639a87590f0fb28becee92cd3959	ModifyIndexArgs.decodeAddColumnarIndexV1	DECLINED	-	Measured boundary: generic Job and raw JSON envelope encode/decode are native in job.rs, but typed JobArgs and FinishedJobArgs structures plus their source-specific getArgsV1, decodeV1, Get, FillArgs, and FillFinishedArgs rules remain absent; no source-equivalent typed entry point exists.
