# Go source: pkg/meta/meta.go
# SHA-256: d0e948b97582b9f1e43ed98f6e3c2664ab71a0051161b5152768c439b0129083
# bytes: 68013
# lines: 2219
# Test/support: pkg/meta/meta_test.go, pkg/meta/main_test.go, pkg/meta/BUILD.bazel
# Columns: class source_identity source_line verdict rust_symbol evidence
class	source_identity	source_line	verdict	rust_symbol	evidence
PRODUCTION_FUNCTION	(*Mutator).GenSchemaVersions	561	PORTED	transaction::Mutator::gen_schema_versions	transaction_source::bootstrap_schema_diff_and_raw_bdr_role_round_trip
PRODUCTION_FUNCTION	(*Mutator).checkPolicyExists	565	PORTED	transaction::Mutator::update_policy	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).checkPolicyExists:L567:if:true	567	PORTED	transaction::Mutator::update_policy	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).checkPolicyExists:L567:if:false	567	PORTED	transaction::Mutator::update_policy	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).checkPolicyExists:L567:logical:short-circuit	567	PORTED	transaction::Mutator::update_policy	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).checkPolicyExists:L567:logical:rhs	567	PORTED	transaction::Mutator::update_policy	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_FUNCTION	(*Mutator).checkPolicyNotExists	573	PORTED	transaction::Mutator::create_policy	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).checkPolicyNotExists:L575:if:true	575	PORTED	transaction::Mutator::create_policy	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).checkPolicyNotExists:L575:if:false	575	PORTED	transaction::Mutator::create_policy	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).checkPolicyNotExists:L575:logical:short-circuit	575	PORTED	transaction::Mutator::create_policy	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).checkPolicyNotExists:L575:logical:rhs	575	PORTED	transaction::Mutator::create_policy	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_FUNCTION	(*Mutator).checkMaskingPolicyExists	581	PORTED	transaction::Mutator::update_masking_policy	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).checkMaskingPolicyExists:L583:if:true	583	PORTED	transaction::Mutator::update_masking_policy	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).checkMaskingPolicyExists:L583:if:false	583	PORTED	transaction::Mutator::update_masking_policy	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).checkMaskingPolicyExists:L583:logical:short-circuit	583	PORTED	transaction::Mutator::update_masking_policy	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).checkMaskingPolicyExists:L583:logical:rhs	583	PORTED	transaction::Mutator::update_masking_policy	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_FUNCTION	(*Mutator).checkMaskingPolicyNotExists	589	PORTED	transaction::Mutator::create_masking_policy	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).checkMaskingPolicyNotExists:L591:if:true	591	PORTED	transaction::Mutator::create_masking_policy	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).checkMaskingPolicyNotExists:L591:if:false	591	PORTED	transaction::Mutator::create_masking_policy	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).checkMaskingPolicyNotExists:L591:logical:short-circuit	591	PORTED	transaction::Mutator::create_masking_policy	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).checkMaskingPolicyNotExists:L591:logical:rhs	591	PORTED	transaction::Mutator::create_masking_policy	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_FUNCTION	(*Mutator).checkResourceGroupNotExists	597	PORTED	transaction::Mutator::add_resource_group	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).checkResourceGroupNotExists:L599:if:true	599	PORTED	transaction::Mutator::add_resource_group	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).checkResourceGroupNotExists:L599:if:false	599	PORTED	transaction::Mutator::add_resource_group	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).checkResourceGroupNotExists:L599:logical:short-circuit	599	PORTED	transaction::Mutator::add_resource_group	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).checkResourceGroupNotExists:L599:logical:rhs	599	PORTED	transaction::Mutator::add_resource_group	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_FUNCTION	(*Mutator).checkResourceGroupExists	605	PORTED	transaction::Mutator::update_resource_group	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).checkResourceGroupExists:L607:if:true	607	PORTED	transaction::Mutator::update_resource_group	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).checkResourceGroupExists:L607:if:false	607	PORTED	transaction::Mutator::update_resource_group	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).checkResourceGroupExists:L607:logical:short-circuit	607	PORTED	transaction::Mutator::update_resource_group	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).checkResourceGroupExists:L607:logical:rhs	607	PORTED	transaction::Mutator::update_resource_group	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_FUNCTION	(*Mutator).checkDBExists	613	PORTED	transaction::Mutator::update_database	transaction_source::composed_auto_id_sequence_and_schema_diff_methods_preserve_source_order
PRODUCTION_BRANCH	(*Mutator).checkDBExists:L615:if:true	615	PORTED	transaction::Mutator::update_database	transaction_source::composed_auto_id_sequence_and_schema_diff_methods_preserve_source_order
PRODUCTION_BRANCH	(*Mutator).checkDBExists:L615:if:false	615	PORTED	transaction::Mutator::update_database	transaction_source::composed_auto_id_sequence_and_schema_diff_methods_preserve_source_order
PRODUCTION_BRANCH	(*Mutator).checkDBExists:L615:logical:short-circuit	615	PORTED	transaction::Mutator::update_database	transaction_source::composed_auto_id_sequence_and_schema_diff_methods_preserve_source_order
PRODUCTION_BRANCH	(*Mutator).checkDBExists:L615:logical:rhs	615	PORTED	transaction::Mutator::update_database	transaction_source::composed_auto_id_sequence_and_schema_diff_methods_preserve_source_order
PRODUCTION_FUNCTION	(*Mutator).checkDBNotExists	621	PORTED	transaction::Mutator::create_database	transaction_source::composed_auto_id_sequence_and_schema_diff_methods_preserve_source_order
PRODUCTION_BRANCH	(*Mutator).checkDBNotExists:L623:if:true	623	PORTED	transaction::Mutator::create_database	transaction_source::composed_auto_id_sequence_and_schema_diff_methods_preserve_source_order
PRODUCTION_BRANCH	(*Mutator).checkDBNotExists:L623:if:false	623	PORTED	transaction::Mutator::create_database	transaction_source::composed_auto_id_sequence_and_schema_diff_methods_preserve_source_order
PRODUCTION_BRANCH	(*Mutator).checkDBNotExists:L623:logical:short-circuit	623	PORTED	transaction::Mutator::create_database	transaction_source::composed_auto_id_sequence_and_schema_diff_methods_preserve_source_order
PRODUCTION_BRANCH	(*Mutator).checkDBNotExists:L623:logical:rhs	623	PORTED	transaction::Mutator::create_database	transaction_source::composed_auto_id_sequence_and_schema_diff_methods_preserve_source_order
PRODUCTION_FUNCTION	(*Mutator).checkTableExists	629	PORTED	transaction::Mutator::update_table	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_BRANCH	(*Mutator).checkTableExists:L631:if:true	631	PORTED	transaction::Mutator::update_table	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_BRANCH	(*Mutator).checkTableExists:L631:if:false	631	PORTED	transaction::Mutator::update_table	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_BRANCH	(*Mutator).checkTableExists:L631:logical:short-circuit	631	PORTED	transaction::Mutator::update_table	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_BRANCH	(*Mutator).checkTableExists:L631:logical:rhs	631	PORTED	transaction::Mutator::update_table	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_FUNCTION	(*Mutator).checkTableNotExists	637	PORTED	transaction::Mutator::create_table_or_view	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_BRANCH	(*Mutator).checkTableNotExists:L639:if:true	639	PORTED	transaction::Mutator::create_table_or_view	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_BRANCH	(*Mutator).checkTableNotExists:L639:if:false	639	PORTED	transaction::Mutator::create_table_or_view	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_BRANCH	(*Mutator).checkTableNotExists:L639:logical:short-circuit	639	PORTED	transaction::Mutator::create_table_or_view	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_BRANCH	(*Mutator).checkTableNotExists:L639:logical:rhs	639	PORTED	transaction::Mutator::create_table_or_view	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_FUNCTION	(*Mutator).CreatePolicy	646	PORTED	transaction::Mutator::create_policy	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).CreatePolicy:L647:if:true	647	PORTED	transaction::Mutator::create_policy	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).CreatePolicy:L647:if:false	647	PORTED	transaction::Mutator::create_policy	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).CreatePolicy:L652:if:true	652	PORTED	transaction::Mutator::create_policy	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).CreatePolicy:L652:if:false	652	PORTED	transaction::Mutator::create_policy	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).CreatePolicy:L657:if:true	657	PORTED	transaction::Mutator::create_policy	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).CreatePolicy:L657:if:false	657	PORTED	transaction::Mutator::create_policy	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_FUNCTION	(*Mutator).CreateMaskingPolicy	664	PORTED	transaction::Mutator::create_masking_policy	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).CreateMaskingPolicy:L665:if:true	665	PORTED	transaction::Mutator::create_masking_policy	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).CreateMaskingPolicy:L665:if:false	665	PORTED	transaction::Mutator::create_masking_policy	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).CreateMaskingPolicy:L670:if:true	670	PORTED	transaction::Mutator::create_masking_policy	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).CreateMaskingPolicy:L670:if:false	670	PORTED	transaction::Mutator::create_masking_policy	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).CreateMaskingPolicy:L675:if:true	675	PORTED	transaction::Mutator::create_masking_policy	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).CreateMaskingPolicy:L675:if:false	675	PORTED	transaction::Mutator::create_masking_policy	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_FUNCTION	(*Mutator).UpdatePolicy	682	PORTED	transaction::Mutator::update_policy	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).UpdatePolicy:L685:if:true	685	PORTED	transaction::Mutator::update_policy	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).UpdatePolicy:L685:if:false	685	PORTED	transaction::Mutator::update_policy	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).UpdatePolicy:L690:if:true	690	PORTED	transaction::Mutator::update_policy	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).UpdatePolicy:L690:if:false	690	PORTED	transaction::Mutator::update_policy	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_FUNCTION	(*Mutator).UpdateMaskingPolicy	697	PORTED	transaction::Mutator::update_masking_policy	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).UpdateMaskingPolicy:L700:if:true	700	PORTED	transaction::Mutator::update_masking_policy	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).UpdateMaskingPolicy:L700:if:false	700	PORTED	transaction::Mutator::update_masking_policy	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).UpdateMaskingPolicy:L705:if:true	705	PORTED	transaction::Mutator::update_masking_policy	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).UpdateMaskingPolicy:L705:if:false	705	PORTED	transaction::Mutator::update_masking_policy	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_FUNCTION	(*Mutator).AddResourceGroup	712	PORTED	transaction::Mutator::add_resource_group	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).AddResourceGroup:L713:if:true	713	PORTED	transaction::Mutator::add_resource_group	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).AddResourceGroup:L713:if:false	713	PORTED	transaction::Mutator::add_resource_group	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).AddResourceGroup:L717:if:true	717	PORTED	transaction::Mutator::add_resource_group	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).AddResourceGroup:L717:if:false	717	PORTED	transaction::Mutator::add_resource_group	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).AddResourceGroup:L722:if:true	722	PORTED	transaction::Mutator::add_resource_group	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).AddResourceGroup:L722:if:false	722	PORTED	transaction::Mutator::add_resource_group	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_FUNCTION	(*Mutator).UpdateResourceGroup	729	PORTED	transaction::Mutator::update_resource_group	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).UpdateResourceGroup:L732:if:true	732	PORTED	transaction::Mutator::update_resource_group	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).UpdateResourceGroup:L732:if:false	732	PORTED	transaction::Mutator::update_resource_group	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).UpdateResourceGroup:L733:if:true	733	PORTED	transaction::Mutator::update_resource_group	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).UpdateResourceGroup:L733:if:false	733	PORTED	transaction::Mutator::update_resource_group	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).UpdateResourceGroup:L739:if:true	739	PORTED	transaction::Mutator::update_resource_group	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).UpdateResourceGroup:L739:if:false	739	PORTED	transaction::Mutator::update_resource_group	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_FUNCTION	(*Mutator).DropResourceGroup	746	PORTED	transaction::Mutator::drop_resource_group	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).DropResourceGroup:L749:if:true	749	PORTED	transaction::Mutator::drop_resource_group	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_BRANCH	(*Mutator).DropResourceGroup:L749:if:false	749	PORTED	transaction::Mutator::drop_resource_group	transaction_source::policy_masking_and_resource_reads_preserve_magic_json_and_empty_panics
PRODUCTION_FUNCTION	(*Mutator).CreateDatabase	756	PORTED	transaction::Mutator::create_database	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_BRANCH	(*Mutator).CreateDatabase:L759:if:true	759	PORTED	transaction::Mutator::create_database	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_BRANCH	(*Mutator).CreateDatabase:L759:if:false	759	PORTED	transaction::Mutator::create_database	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_BRANCH	(*Mutator).CreateDatabase:L764:if:true	764	PORTED	transaction::Mutator::create_database	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_BRANCH	(*Mutator).CreateDatabase:L764:if:false	764	PORTED	transaction::Mutator::create_database	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_BRANCH	(*Mutator).CreateDatabase:L768:if:true	768	PORTED	transaction::Mutator::create_database	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_BRANCH	(*Mutator).CreateDatabase:L768:if:false	768	PORTED	transaction::Mutator::create_database	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_FUNCTION	(*Mutator).IsDatabaseExist	776	PORTED	transaction::Mutator::database_exists	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_BRANCH	(*Mutator).IsDatabaseExist:L779:if:true	779	PORTED	transaction::Mutator::database_exists	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_BRANCH	(*Mutator).IsDatabaseExist:L779:if:false	779	PORTED	transaction::Mutator::database_exists	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_FUNCTION	(*Mutator).UpdateDatabase	786	PORTED	transaction::Mutator::update_database	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_BRANCH	(*Mutator).UpdateDatabase:L789:if:true	789	PORTED	transaction::Mutator::update_database	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_BRANCH	(*Mutator).UpdateDatabase:L789:if:false	789	PORTED	transaction::Mutator::update_database	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_BRANCH	(*Mutator).UpdateDatabase:L794:if:true	794	PORTED	transaction::Mutator::update_database	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_BRANCH	(*Mutator).UpdateDatabase:L794:if:false	794	PORTED	transaction::Mutator::update_database	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_FUNCTION	(*Mutator).CreateTableOrView	802	PORTED	transaction::Mutator::create_table_or_view	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_BRANCH	(*Mutator).CreateTableOrView:L805:if:true	805	PORTED	transaction::Mutator::create_table_or_view	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_BRANCH	(*Mutator).CreateTableOrView:L805:if:false	805	PORTED	transaction::Mutator::create_table_or_view	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_BRANCH	(*Mutator).CreateTableOrView:L811:if:true	811	PORTED	transaction::Mutator::create_table_or_view	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_BRANCH	(*Mutator).CreateTableOrView:L811:if:false	811	PORTED	transaction::Mutator::create_table_or_view	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_BRANCH	(*Mutator).CreateTableOrView:L816:if:true	816	PORTED	transaction::Mutator::create_table_or_view	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_BRANCH	(*Mutator).CreateTableOrView:L816:if:false	816	PORTED	transaction::Mutator::create_table_or_view	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_BRANCH	(*Mutator).CreateTableOrView:L820:if:true	820	PORTED	transaction::Mutator::create_table_or_view	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_BRANCH	(*Mutator).CreateTableOrView:L820:if:false	820	PORTED	transaction::Mutator::create_table_or_view	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_FUNCTION	(*Mutator).SetBDRRole	827	PORTED	transaction::Mutator::set_bdr_role	transaction_source::bootstrap_schema_diff_and_raw_bdr_role_round_trip
PRODUCTION_FUNCTION	(*Mutator).GetBDRRole	832	PORTED	transaction::Mutator::bdr_role	transaction_source::bootstrap_schema_diff_and_raw_bdr_role_round_trip
PRODUCTION_BRANCH	(*Mutator).GetBDRRole:L834:if:true	834	PORTED	transaction::Mutator::bdr_role	transaction_source::bootstrap_schema_diff_and_raw_bdr_role_round_trip
PRODUCTION_BRANCH	(*Mutator).GetBDRRole:L834:if:false	834	PORTED	transaction::Mutator::bdr_role	transaction_source::bootstrap_schema_diff_and_raw_bdr_role_round_trip
PRODUCTION_FUNCTION	(*Mutator).ClearBDRRole	841	PORTED	transaction::Mutator::clear_bdr_role	transaction_source::bootstrap_schema_diff_and_raw_bdr_role_round_trip
PRODUCTION_FUNCTION	(*Mutator).SetDDLTableVersion	846	PORTED	transaction::Mutator::set_ddl_table_version	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_FUNCTION	(*Mutator).SetNextGenBootTableVersion	851	PORTED	transaction::Mutator::set_next_gen_boot_table_version	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_FUNCTION	(*Mutator).setTableVersion	855	PORTED	transaction::Mutator::set_ddl_table_version	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_FUNCTION	(*Mutator).GetDDLTableVersion	860	PORTED	transaction::Mutator::ddl_table_version	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_FUNCTION	(*Mutator).GetNextGenBootTableVersion	866	PORTED	transaction::Mutator::next_gen_boot_table_version	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_FUNCTION	(*Mutator).getTableVersion	871	PORTED	transaction::Mutator::ddl_table_version	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_BRANCH	(*Mutator).getTableVersion:L873:if:true	873	PORTED	transaction::Mutator::ddl_table_version	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_BRANCH	(*Mutator).getTableVersion:L873:if:false	873	PORTED	transaction::Mutator::ddl_table_version	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_BRANCH	(*Mutator).getTableVersion:L876:if:true	876	PORTED	transaction::Mutator::ddl_table_version	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_BRANCH	(*Mutator).getTableVersion:L876:if:false	876	PORTED	transaction::Mutator::ddl_table_version	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_BRANCH	(*Mutator).getTableVersion:L880:if:true	880	PORTED	transaction::Mutator::ddl_table_version	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_BRANCH	(*Mutator).getTableVersion:L880:if:false	880	PORTED	transaction::Mutator::ddl_table_version	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_FUNCTION	(*Mutator).CreateMySQLDatabaseIfNotExists	887	PORTED	transaction::Mutator::create_mysql_database_if_not_exists	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_BRANCH	(*Mutator).CreateMySQLDatabaseIfNotExists:L888:if:true	888	PORTED	transaction::Mutator::create_mysql_database_if_not_exists	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_BRANCH	(*Mutator).CreateMySQLDatabaseIfNotExists:L888:if:false	888	PORTED	transaction::Mutator::create_mysql_database_if_not_exists	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_BRANCH	(*Mutator).CreateMySQLDatabaseIfNotExists:L892:if:true	892	PORTED	transaction::Mutator::create_mysql_database_if_not_exists	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_BRANCH	(*Mutator).CreateMySQLDatabaseIfNotExists:L892:if:false	892	PORTED	transaction::Mutator::create_mysql_database_if_not_exists	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_BRANCH	(*Mutator).CreateMySQLDatabaseIfNotExists:L892:logical:short-circuit	892	PORTED	transaction::Mutator::create_mysql_database_if_not_exists	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
PRODUCTION_BRANCH	(*Mutator).CreateMySQLDatabaseIfNotExists:L892:logical:rhs	892	PORTED	transaction::Mutator::create_mysql_database_if_not_exists	transaction_source::catalog_fast_paths_cover_metas_names_attributes_cancellation_and_corruption
