source_path	source_start_line	source_end_line	delimiter	boundary	sql
tests/integrationtest/t/db_integration.test	11	11	;	lexical	INSERT INTO u1(id) VALUES (1),(2),(3);
tests/integrationtest/t/db_integration.test	12	12	;	lexical	INSERT INTO u2(id) VALUES (1),(2),(3);
tests/integrationtest/t/db_integration.test	13	13	;	lexical	SELECT IS_UUID(c1) FROM u1;
tests/integrationtest/t/db_integration.test	14	14	;	lexical	SELECT IS_UUID(BIN_TO_UUID(c1)) FROM u2;
tests/integrationtest/t/db_integration.test	15	15	;	lexical	SHOW CREATE TABLE u1;
tests/integrationtest/t/db_integration.test	16	16	;	lexical	SHOW CREATE TABLE u2;
tests/integrationtest/t/ddl/affinity.test	2	2	;	lexical	drop table if exists t1, t2, t3, t4, tp1, tp2, tp3, v1;
tests/integrationtest/t/ddl/affinity.test	3	3	;	lexical	create table t1(a int) affinity = 'table';
tests/integrationtest/t/ddl/affinity.test	4	4	;	lexical	show create table t1;
tests/integrationtest/t/ddl/affinity.test	5	5	;	lexical	create table t2(a int) AFFINITY 'TABLE';
tests/integrationtest/t/ddl/affinity.test	6	6	;	lexical	show create table t2;
tests/integrationtest/t/ddl/affinity.test	7	7	;	lexical	drop table t2;
tests/integrationtest/t/ddl/affinity.test	8	8	;	lexical	create table t2(a int) /*T![affinity] AFFINITY='table' */;
tests/integrationtest/t/ddl/affinity.test	9	9	;	lexical	show create table t2;
tests/integrationtest/t/ddl/affinity.test	10	10	;	lexical	create table tp1(a int) affinity = 'partition' partition by hash(a) partitions 4;
tests/integrationtest/t/ddl/affinity.test	11	11	;	lexical	show create table tp1;
tests/integrationtest/t/ddl/affinity.test	12	12	;	lexical	create table tp2(a int) /*T![affinity] AFFINITY='partition' */ partition by hash(a) partitions 4;
tests/integrationtest/t/ddl/affinity.test	13	13	;	lexical	show create table tp2;
tests/integrationtest/t/ddl/affinity.test	16	16	;	lexical	drop table if exists t2, tp2;
tests/integrationtest/t/ddl/affinity.test	17	17	;	lexical	create table t2 like t1;
tests/integrationtest/t/ddl/affinity.test	18	18	;	lexical	show create table t2;
tests/integrationtest/t/ddl/affinity.test	19	19	;	lexical	create table tp2 like tp1;
tests/integrationtest/t/ddl/affinity.test	20	20	;	lexical	show create table tp2;
tests/integrationtest/t/ddl/affinity.test	23	23	;	lexical	create table t3 like t2;
tests/integrationtest/t/ddl/affinity.test	24	24	;	lexical	show create table t3;
tests/integrationtest/t/ddl/affinity.test	25	25	;	lexical	drop table t3;
tests/integrationtest/t/ddl/affinity.test	28	28	;	lexical	create table t3(a int) affinity = 'none';
tests/integrationtest/t/ddl/affinity.test	29	29	;	lexical	show create table t3;
tests/integrationtest/t/ddl/affinity.test	30	30	;	lexical	create table t4(a int) affinity = '';
tests/integrationtest/t/ddl/affinity.test	31	31	;	lexical	show create table t4;
tests/integrationtest/t/ddl/affinity.test	32	32	;	lexical	create table tp3(a int) affinity = 'none' partition by hash(a) partitions 4;
tests/integrationtest/t/ddl/affinity.test	33	33	;	lexical	show create table tp3;
tests/integrationtest/t/ddl/affinity.test	36	36	;	lexical	create view v1 as select 1;
tests/integrationtest/t/ddl/affinity.test	37	37	;	lexical	select TABLE_NAME, TABLE_TYPE, TIDB_AFFINITY from information_schema.tables where TABLE_SCHEMA = database() and TABLE_NAME in ('t1', 't2', 't3', 't4', 'tp1', 'tp2', 'tp3', 'v1') order by TABLE_NAME;
tests/integrationtest/t/ddl/affinity.test	40	40	;	lexical	select TABLE_NAME, PARTITION_METHOD, PARTITION_NAME, TIDB_AFFINITY from information_schema.partitions where TABLE_SCHEMA = database() and TABLE_NAME in ('t1', 't2', 't3', 't4', 'tp1', 'tp2', 'tp3', 'v1') order by TABLE_NAME, PARTITION_NAME;
tests/integrationtest/t/ddl/affinity.test	43	43	;	lexical	alter table t1 affinity = 'TABLE';
tests/integrationtest/t/ddl/affinity.test	44	44	;	lexical	show create table t1;
tests/integrationtest/t/ddl/affinity.test	45	45	;	lexical	alter table tp1 affinity = 'PARTITION';
tests/integrationtest/t/ddl/affinity.test	46	46	;	lexical	show create table tp1;
tests/integrationtest/t/ddl/affinity.test	49	49	;	lexical	alter table t1 affinity = '';
tests/integrationtest/t/ddl/affinity.test	50	50	;	lexical	show create table t1;
tests/integrationtest/t/ddl/affinity.test	51	51	;	lexical	alter table t2 affinity = 'none';
tests/integrationtest/t/ddl/affinity.test	52	52	;	lexical	show create table t2;
tests/integrationtest/t/ddl/affinity.test	53	53	;	lexical	alter table tp1 affinity = '';
tests/integrationtest/t/ddl/affinity.test	54	54	;	lexical	show create table tp1;
tests/integrationtest/t/ddl/affinity.test	57	57	;	lexical	alter table t1 affinity = 'table';
tests/integrationtest/t/ddl/affinity.test	58	58	;	lexical	show create table t1;
tests/integrationtest/t/ddl/affinity.test	59	59	;	lexical	alter table tp1 affinity = 'partition';
tests/integrationtest/t/ddl/affinity.test	60	60	;	lexical	show create table tp1;
tests/integrationtest/t/ddl/affinity.test	61	61	;	lexical	alter table t3 /*T![affinity] AFFINITY='table' */;
tests/integrationtest/t/ddl/affinity.test	62	62	;	lexical	show create table t3;
tests/integrationtest/t/ddl/affinity.test	63	63	;	lexical	alter table tp2 /*T![affinity] AFFINITY='partition' */;
tests/integrationtest/t/ddl/affinity.test	64	64	;	lexical	show create table tp2;
tests/integrationtest/t/ddl/affinity.test	68	68	;	lexical	create table tx(a int) affinity = 'invalid_affinity';
tests/integrationtest/t/ddl/affinity.test	69	69	;	lexical	show tables like 'tx';
tests/integrationtest/t/ddl/affinity.test	71	71	;	lexical	alter table t1 affinity = 'partition';
tests/integrationtest/t/ddl/affinity.test	72	72	;	lexical	show create table t1;
tests/integrationtest/t/ddl/affinity.test	74	74	;	lexical	alter table tp1 affinity = 'table';
tests/integrationtest/t/ddl/affinity.test	75	75	;	lexical	show create table tp1;
tests/integrationtest/t/ddl/affinity.test	77	77	;	lexical	alter table t1 affinity = 'invalid_affinity';
tests/integrationtest/t/ddl/affinity.test	78	78	;	lexical	show create table t1;
tests/integrationtest/t/ddl/affinity.test	81	81	;	lexical	drop table if exists temp1;
tests/integrationtest/t/ddl/affinity.test	83	83	;	lexical	create temporary table temp1(a int) affinity = 'table';
tests/integrationtest/t/ddl/affinity.test	84	84	;	lexical	show tables like 'temp1';
tests/integrationtest/t/ddl/affinity.test	85	85	;	lexical	create temporary table temp1 like t1;
tests/integrationtest/t/ddl/affinity.test	86	86	;	lexical	show create table temp1;
tests/integrationtest/t/ddl/affinity.test	88	88	;	lexical	alter table temp1 affinity = 'table';
tests/integrationtest/t/ddl/affinity.test	89	89	;	lexical	show create table temp1;
tests/integrationtest/t/ddl/affinity.test	90	90	;	lexical	drop table temp1;
tests/integrationtest/t/ddl/affinity.test	92	92	;	lexical	create global temporary table temp1 (a int) affinity = 'table' on commit delete rows;
tests/integrationtest/t/ddl/affinity.test	93	93	;	lexical	show tables like 'temp1';
tests/integrationtest/t/ddl/affinity.test	94	94	;	lexical	create global temporary table temp1 like t1 on commit delete rows;
tests/integrationtest/t/ddl/affinity.test	96	96	;	lexical	alter table temp1 affinity = 'table';
tests/integrationtest/t/ddl/affinity.test	97	97	;	lexical	show create table temp1;
tests/integrationtest/t/ddl/affinity.test	101	101	;	lexical	alter table v1 affinity = 'table';
tests/integrationtest/t/ddl/affinity.test	104	104	;	lexical	drop table if exists tp1;
tests/integrationtest/t/ddl/affinity.test	105	108	;	lexical	create table tp1(a int) affinity = 'partition' partition by range(a) (\nPARTITION p0 VALUES LESS THAN (10),\nPARTITION p1 VALUES LESS THAN (20)\n);
tests/integrationtest/t/ddl/affinity.test	110	110	;	lexical	alter table tp1 add partition (PARTITION p2 VALUES LESS THAN (30));
tests/integrationtest/t/ddl/affinity.test	112	112	;	lexical	alter table tp1 drop partition p1;
tests/integrationtest/t/ddl/affinity.test	114	114	;	lexical	alter table tp1 reorganize partition p0, p1 into (PARTITION p01 VALUES LESS THAN (20));
tests/integrationtest/t/ddl/affinity.test	116	116	;	lexical	alter table tp1 remove partitioning;
tests/integrationtest/t/ddl/affinity.test	118	118	;	lexical	alter table tp1 coalesce partition 1;
tests/integrationtest/t/ddl/affinity.test	119	119	;	lexical	drop table if exists t1;
tests/integrationtest/t/ddl/affinity.test	120	120	;	lexical	create table t1(a int) affinity = 'table';
tests/integrationtest/t/ddl/affinity.test	122	122	;	lexical	alter table t1 partition by hash(a) partitions 4;
tests/integrationtest/t/ddl/affinity.test	123	123	;	lexical	show create table tp1;
tests/integrationtest/t/ddl/affinity.test	124	124	;	lexical	show create table t1;
tests/integrationtest/t/ddl/affinity.test	127	127	;	lexical	drop table if exists t1, tp1;
tests/integrationtest/t/ddl/affinity.test	128	131	;	lexical	create table tp1(a int) affinity = 'partition' partition by range(a) (\nPARTITION p0 VALUES LESS THAN (10),\nPARTITION p1 VALUES LESS THAN (20)\n);
tests/integrationtest/t/ddl/affinity.test	132	132	;	lexical	create table t1(a int);
tests/integrationtest/t/ddl/affinity.test	134	134	;	lexical	alter table tp1 exchange partition p0 with table t1;
tests/integrationtest/t/ddl/affinity.test	135	135	;	lexical	alter table tp1 affinity = '';
tests/integrationtest/t/ddl/affinity.test	136	136	;	lexical	alter table t1 affinity = 'table';
tests/integrationtest/t/ddl/affinity.test	138	138	;	lexical	alter table tp1 exchange partition p0 with table t1;
tests/integrationtest/t/ddl/affinity.test	141	141	;	lexical	drop table if exists tp_drop;
tests/integrationtest/t/ddl/affinity.test	142	146	;	lexical	create table tp_drop(a int) affinity = 'partition' partition by range(a) (\nPARTITION p0 VALUES LESS THAN (10),\nPARTITION p1 VALUES LESS THAN (20),\nPARTITION p2 VALUES LESS THAN (30)\n);
tests/integrationtest/t/ddl/affinity.test	147	147	;	lexical	show create table tp_drop;
tests/integrationtest/t/ddl/affinity.test	149	149	;	lexical	alter table tp_drop drop partition p1;
tests/integrationtest/t/ddl/affinity.test	150	150	;	lexical	alter table tp_drop affinity = '';
tests/integrationtest/t/ddl/affinity.test	151	151	;	lexical	show create table tp_drop;
tests/integrationtest/t/ddl/affinity.test	152	152	;	lexical	alter table tp_drop drop partition p1;
tests/integrationtest/t/ddl/affinity.test	153	153	;	lexical	show create table tp_drop;
tests/integrationtest/t/ddl/affinity.test	154	154	;	lexical	select TABLE_NAME, PARTITION_NAME, TIDB_AFFINITY from information_schema.partitions where TABLE_SCHEMA = database() and TABLE_NAME = 'tp_drop' order by PARTITION_NAME;
tests/integrationtest/t/ddl/affinity.test	157	157	;	lexical	drop table if exists tp_trunc;
tests/integrationtest/t/ddl/affinity.test	158	161	;	lexical	create table tp_trunc(a int) affinity = 'partition' partition by range(a) (\nPARTITION p0 VALUES LESS THAN (10),\nPARTITION p1 VALUES LESS THAN (20)\n);
tests/integrationtest/t/ddl/affinity.test	162	162	;	lexical	insert into tp_trunc values (5), (15);
tests/integrationtest/t/ddl/affinity.test	163	163	;	lexical	select count(*) from tp_trunc partition(p0);
tests/integrationtest/t/ddl/affinity.test	164	164	;	lexical	select count(*) from tp_trunc partition(p1);
tests/integrationtest/t/ddl/affinity.test	165	165	;	lexical	show create table tp_trunc;
tests/integrationtest/t/ddl/affinity.test	166	166	;	lexical	alter table tp_trunc truncate partition p0;
tests/integrationtest/t/ddl/affinity.test	167	167	;	lexical	select count(*) from tp_trunc partition(p0);
tests/integrationtest/t/ddl/affinity.test	168	168	;	lexical	select count(*) from tp_trunc partition(p1);
tests/integrationtest/t/ddl/affinity.test	169	169	;	lexical	show create table tp_trunc;
tests/integrationtest/t/ddl/affinity.test	172	172	;	lexical	drop table if exists t_trunc, tp_trunc2;
tests/integrationtest/t/ddl/affinity.test	173	173	;	lexical	create table t_trunc(a int) affinity = 'table';
tests/integrationtest/t/ddl/affinity.test	174	174	;	lexical	insert into t_trunc values (1), (2), (3);
tests/integrationtest/t/ddl/affinity.test	175	175	;	lexical	select count(*) from t_trunc;
tests/integrationtest/t/ddl/affinity.test	176	176	;	lexical	show create table t_trunc;
tests/integrationtest/t/ddl/affinity.test	177	177	;	lexical	truncate table t_trunc;
tests/integrationtest/t/ddl/affinity.test	178	178	;	lexical	select count(*) from t_trunc;
tests/integrationtest/t/ddl/affinity.test	179	179	;	lexical	show create table t_trunc;
tests/integrationtest/t/ddl/affinity.test	180	183	;	lexical	create table tp_trunc2(a int) affinity = 'partition' partition by range(a) (\nPARTITION p0 VALUES LESS THAN (10),\nPARTITION p1 VALUES LESS THAN (20)\n);
tests/integrationtest/t/ddl/affinity.test	184	184	;	lexical	insert into tp_trunc2 values (5), (15);
tests/integrationtest/t/ddl/affinity.test	185	185	;	lexical	show create table tp_trunc2;
tests/integrationtest/t/ddl/affinity.test	186	186	;	lexical	truncate table tp_trunc2;
tests/integrationtest/t/ddl/affinity.test	187	187	;	lexical	select count(*) from tp_trunc2;
tests/integrationtest/t/ddl/affinity.test	188	188	;	lexical	show create table tp_trunc2;
tests/integrationtest/t/ddl/affinity.test	191	191	;	lexical	drop table if exists t1, t2, t3, t4, tp1, tp2, tp3, v1, temp1, tp_drop, tp_trunc, tp_trunc2, t_trunc;
tests/integrationtest/t/ddl/attributes_sql.test	2	2	;	lexical	drop table if exists alter_t;
tests/integrationtest/t/ddl/attributes_sql.test	3	3	;	lexical	create table alter_t (c int);
tests/integrationtest/t/ddl/attributes_sql.test	4	4	;	lexical	alter table alter_t attributes="merge_option=allow";
tests/integrationtest/t/ddl/attributes_sql.test	5	5	;	lexical	alter table alter_t attributes="merge_option=allow,key=value";
tests/integrationtest/t/ddl/attributes_sql.test	6	6	;	lexical	alter table alter_t attributes=" merge_option=allow ";
tests/integrationtest/t/ddl/attributes_sql.test	7	7	;	lexical	alter table alter_t attributes=" merge_option = allow , key = value ";
tests/integrationtest/t/ddl/attributes_sql.test	8	8	;	lexical	alter table alter_t attributes " merge_option=allow ";
tests/integrationtest/t/ddl/attributes_sql.test	9	9	;	lexical	alter table alter_t attributes " merge_option=allow , key=value ";
tests/integrationtest/t/ddl/attributes_sql.test	10	10	;	lexical	drop table alter_t;
tests/integrationtest/t/ddl/attributes_sql.test	13	13	;	lexical	drop database if exists ddl__attributes_sql_test;
tests/integrationtest/t/ddl/attributes_sql.test	14	14	;	lexical	create database ddl__attributes_sql_test;
tests/integrationtest/t/ddl/attributes_sql.test	15	15	;	lexical	use ddl__attributes_sql_test;
tests/integrationtest/t/ddl/attributes_sql.test	16	20	;	lexical	create table drop_s1 (c int)\nPARTITION BY RANGE (c) (\nPARTITION p0 VALUES LESS THAN (6),\nPARTITION p1 VALUES LESS THAN (11)\n);
tests/integrationtest/t/ddl/attributes_sql.test	21	21	;	lexical	create table drop_s2 (c int);
tests/integrationtest/t/ddl/attributes_sql.test	22	22	;	lexical	alter table drop_s1 attributes="key=value";
tests/integrationtest/t/ddl/attributes_sql.test	23	23	;	lexical	alter table drop_s1 partition p0 attributes="key1=value1";
tests/integrationtest/t/ddl/attributes_sql.test	24	24	;	lexical	alter table drop_s2 attributes="key=value";
tests/integrationtest/t/ddl/attributes_sql.test	25	25	;	lexical	select count(*) from information_schema.attributes where ID like 'schema/ddl__attributes_sql_test%';
tests/integrationtest/t/ddl/attributes_sql.test	26	26	;	lexical	drop database ddl__attributes_sql_test;
tests/integrationtest/t/ddl/attributes_sql.test	27	27	;	lexical	select count(*) from information_schema.attributes where ID like 'schema/ddl__attributes_sql_test%';
tests/integrationtest/t/ddl/attributes_sql.test	28	28	;	lexical	use ddl__attributes_sql;
tests/integrationtest/t/ddl/attributes_sql.test	31	31	;	lexical	drop table if exists def;
tests/integrationtest/t/ddl/attributes_sql.test	32	36	;	lexical	create table def (c int)\nPARTITION BY RANGE (c) (\nPARTITION p0 VALUES LESS THAN (6),\nPARTITION p1 VALUES LESS THAN (11)\n);
tests/integrationtest/t/ddl/attributes_sql.test	38	38	;	lexical	alter table def attributes="key=value";
tests/integrationtest/t/ddl/attributes_sql.test	39	39	;	lexical	alter table def partition p0 attributes="key1=value1";
tests/integrationtest/t/ddl/attributes_sql.test	40	40	;	lexical	select count(*) from information_schema.attributes where ID like 'schema/ddl__attributes_sql/def%';
tests/integrationtest/t/ddl/attributes_sql.test	42	42	;	lexical	alter table def partition p0 attributes=default;
tests/integrationtest/t/ddl/attributes_sql.test	43	43	;	lexical	select count(*) from information_schema.attributes where ID like 'schema/ddl__attributes_sql/def%';
tests/integrationtest/t/ddl/attributes_sql.test	45	45	;	lexical	alter table def attributes=default;
tests/integrationtest/t/ddl/attributes_sql.test	46	46	;	lexical	select count(*) from information_schema.attributes where ID like 'schema/ddl__attributes_sql/def%';
tests/integrationtest/t/ddl/bdr_mode.test	7	7	;	lexical	create database bdr_mode;
tests/integrationtest/t/ddl/bdr_mode.test	8	8	;	lexical	use bdr_mode;
tests/integrationtest/t/ddl/bdr_mode.test	9	9	;	lexical	admin set bdr role primary;
tests/integrationtest/t/ddl/bdr_mode.test	11	11	;	lexical	create table t(a int);
tests/integrationtest/t/ddl/bdr_mode.test	12	12	;	lexical	alter table t add column b int;
tests/integrationtest/t/ddl/bdr_mode.test	14	14	;	lexical	alter table t drop column b;
tests/integrationtest/t/ddl/bdr_mode.test	15	15	;	lexical	alter table t add index idx_a(a);
tests/integrationtest/t/ddl/bdr_mode.test	16	16	;	lexical	alter table t alter index idx_a invisible;
tests/integrationtest/t/ddl/bdr_mode.test	17	17	;	lexical	alter table t alter index idx_a visible;
tests/integrationtest/t/ddl/bdr_mode.test	18	18	;	lexical	alter table t rename index idx_a to idx_a_2;
tests/integrationtest/t/ddl/bdr_mode.test	19	19	;	lexical	alter table t drop index idx_a_2;
tests/integrationtest/t/ddl/bdr_mode.test	21	21	;	lexical	create table t2(a int, primary key (a));
tests/integrationtest/t/ddl/bdr_mode.test	23	23	;	lexical	rename table t to t3, t2 to t4;
tests/integrationtest/t/ddl/bdr_mode.test	25	25	;	lexical	alter table t add foreign key (a) references t2(a);
tests/integrationtest/t/ddl/bdr_mode.test	26	26	;	lexical	admin unset bdr role;
tests/integrationtest/t/ddl/bdr_mode.test	27	27	;	lexical	alter table t add foreign key (a) references t2(a);
tests/integrationtest/t/ddl/bdr_mode.test	28	28	;	lexical	admin set bdr role primary;
tests/integrationtest/t/ddl/bdr_mode.test	30	30	;	lexical	alter table t drop foreign key fk_1;
tests/integrationtest/t/ddl/bdr_mode.test	31	31	;	lexical	admin unset bdr role;
tests/integrationtest/t/ddl/bdr_mode.test	32	32	;	lexical	alter table t drop foreign key fk_1;
tests/integrationtest/t/ddl/bdr_mode.test	33	33	;	lexical	alter table t drop index fk_1;
tests/integrationtest/t/ddl/bdr_mode.test	34	34	;	lexical	admin set bdr role primary;
tests/integrationtest/t/ddl/bdr_mode.test	36	36	;	lexical	truncate table t2;
tests/integrationtest/t/ddl/bdr_mode.test	38	38	;	lexical	drop table t2;
tests/integrationtest/t/ddl/bdr_mode.test	41	41	;	lexical	alter table t modify column a bigint;
tests/integrationtest/t/ddl/bdr_mode.test	43	43	;	lexical	alter table t auto_increment = 6000;
tests/integrationtest/t/ddl/bdr_mode.test	44	44	;	lexical	alter table t alter column a set default 1;
tests/integrationtest/t/ddl/bdr_mode.test	46	46	;	lexical	alter table t shard_row_id_bits = 4;
tests/integrationtest/t/ddl/bdr_mode.test	47	47	;	lexical	alter table t comment = 'test';
tests/integrationtest/t/ddl/bdr_mode.test	48	48	;	lexical	admin unset bdr role;
tests/integrationtest/t/ddl/bdr_mode.test	49	49	;	lexical	drop table t;
tests/integrationtest/t/ddl/bdr_mode.test	50	50	;	lexical	drop table t2;
tests/integrationtest/t/ddl/bdr_mode.test	51	51	;	lexical	admin set bdr role primary;
tests/integrationtest/t/ddl/bdr_mode.test	54	57	;	lexical	create table t(a int) partition by range(a) (\npartition p0 values less than (5),\npartition p1 values less than (10),\npartition p2 values less than (15));
tests/integrationtest/t/ddl/bdr_mode.test	58	58	;	lexical	alter table t add partition (partition p3 values less than (100));
tests/integrationtest/t/ddl/bdr_mode.test	61	61	;	lexical	create placement policy pp4 followers=4;
tests/integrationtest/t/ddl/bdr_mode.test	63	63	;	lexical	alter table t placement policy=pp4;
tests/integrationtest/t/ddl/bdr_mode.test	65	65	;	lexical	alter table t partition p3 placement policy=pp4;
tests/integrationtest/t/ddl/bdr_mode.test	67	67	;	lexical	alter database bdr_mode placement policy=pp4;
tests/integrationtest/t/ddl/bdr_mode.test	68	68	;	lexical	alter placement policy pp4 followers=3;
tests/integrationtest/t/ddl/bdr_mode.test	70	70	;	lexical	alter table t placement policy=default;
tests/integrationtest/t/ddl/bdr_mode.test	72	72	;	lexical	alter table t partition p3 placement policy=default;
tests/integrationtest/t/ddl/bdr_mode.test	74	74	;	lexical	alter database bdr_mode placement policy=default;
tests/integrationtest/t/ddl/bdr_mode.test	75	75	;	lexical	drop placement policy pp4;
tests/integrationtest/t/ddl/bdr_mode.test	78	78	;	lexical	alter table t attributes="merge_option=allow";
tests/integrationtest/t/ddl/bdr_mode.test	80	80	;	lexical	alter table t partition p3 attributes="key1=value1";
tests/integrationtest/t/ddl/bdr_mode.test	83	83	;	lexical	create table t2(a int);
tests/integrationtest/t/ddl/bdr_mode.test	85	85	;	lexical	alter table t exchange partition p0 with table t2;
tests/integrationtest/t/ddl/bdr_mode.test	87	87	;	lexical	alter table t truncate partition p0;
tests/integrationtest/t/ddl/bdr_mode.test	89	93	;	lexical	alter table t reorganize partition p0 into\n(\npartition p4 values less than (0),\npartition p5 values less than (5)\n);
tests/integrationtest/t/ddl/bdr_mode.test	95	95	;	lexical	alter table t drop partition p0;
tests/integrationtest/t/ddl/bdr_mode.test	96	96	;	lexical	admin unset bdr role;
tests/integrationtest/t/ddl/bdr_mode.test	97	97	;	lexical	drop table t2;
tests/integrationtest/t/ddl/bdr_mode.test	98	98	;	lexical	admin set bdr role primary;
tests/integrationtest/t/ddl/bdr_mode.test	100	100	;	lexical	create placement policy pp1 followers=1;
tests/integrationtest/t/ddl/bdr_mode.test	102	102	;	lexical	alter table t partition by range (a) (partition p0 values less than (1000000), partition pMax values less than (maxvalue) placement policy pp1);
tests/integrationtest/t/ddl/bdr_mode.test	103	103	;	lexical	admin unset bdr role;
tests/integrationtest/t/ddl/bdr_mode.test	104	104	;	lexical	drop table t;
tests/integrationtest/t/ddl/bdr_mode.test	105	105	;	lexical	admin set bdr role primary;
tests/integrationtest/t/ddl/bdr_mode.test	106	106	;	lexical	drop placement policy pp1;
tests/integrationtest/t/ddl/bdr_mode.test	108	108	;	lexical	create table t(a int);
tests/integrationtest/t/ddl/bdr_mode.test	110	110	;	lexical	set global tidb_enable_check_constraint=ON;
tests/integrationtest/t/ddl/bdr_mode.test	112	112	;	lexical	alter table t add constraint `a_check` check(a > 0);
tests/integrationtest/t/ddl/bdr_mode.test	113	113	;	lexical	admin unset bdr role;
tests/integrationtest/t/ddl/bdr_mode.test	114	114	;	lexical	alter table t add constraint `a_check` check(a > 0);
tests/integrationtest/t/ddl/bdr_mode.test	115	115	;	lexical	admin set bdr role primary;
tests/integrationtest/t/ddl/bdr_mode.test	117	117	;	lexical	alter table t alter constraint `a_check` enforced;
tests/integrationtest/t/ddl/bdr_mode.test	119	119	;	lexical	alter table t drop constraint `a_check`;
tests/integrationtest/t/ddl/bdr_mode.test	120	120	;	lexical	admin unset bdr role;
tests/integrationtest/t/ddl/bdr_mode.test	121	121	;	lexical	alter table t drop constraint `a_check`;
tests/integrationtest/t/ddl/bdr_mode.test	122	122	;	lexical	admin set bdr role primary;
tests/integrationtest/t/ddl/bdr_mode.test	123	123	;	lexical	set global tidb_enable_check_constraint=OFF;
tests/integrationtest/t/ddl/bdr_mode.test	127	127	;	lexical	alter table t cache;
tests/integrationtest/t/ddl/bdr_mode.test	128	128	;	lexical	admin unset bdr role;
tests/integrationtest/t/ddl/bdr_mode.test	129	129	;	lexical	alter table t cache;
tests/integrationtest/t/ddl/bdr_mode.test	130	130	;	lexical	admin set bdr role primary;
tests/integrationtest/t/ddl/bdr_mode.test	132	132	;	lexical	alter table t nocache;
tests/integrationtest/t/ddl/bdr_mode.test	133	133	;	lexical	admin unset bdr role;
tests/integrationtest/t/ddl/bdr_mode.test	134	134	;	lexical	alter table t nocache;
tests/integrationtest/t/ddl/bdr_mode.test	135	135	;	lexical	admin set bdr role primary;
tests/integrationtest/t/ddl/bdr_mode.test	138	138	;	lexical	CREATE TABLE ttl_test (created_at datetime) TTL = `created_at` + INTERVAL 5 DAY;
tests/integrationtest/t/ddl/bdr_mode.test	139	139	;	lexical	ALTER TABLE ttl_test TTL = `created_at` + INTERVAL 2 YEAR;
tests/integrationtest/t/ddl/bdr_mode.test	140	140	;	lexical	alter table ttl_test remove ttl;
tests/integrationtest/t/ddl/bdr_mode.test	141	141	;	lexical	admin unset bdr role;
tests/integrationtest/t/ddl/bdr_mode.test	142	142	;	lexical	drop table ttl_test;
tests/integrationtest/t/ddl/bdr_mode.test	143	143	;	lexical	admin set bdr role primary;
tests/integrationtest/t/ddl/bdr_mode.test	146	146	;	lexical	alter table t add primary key (a);
tests/integrationtest/t/ddl/bdr_mode.test	147	147	;	lexical	admin unset bdr role;
tests/integrationtest/t/ddl/bdr_mode.test	148	148	;	lexical	alter table t add primary key (a);
tests/integrationtest/t/ddl/bdr_mode.test	149	149	;	lexical	admin set bdr role primary;
tests/integrationtest/t/ddl/bdr_mode.test	150	150	;	lexical	alter table t drop primary key;
tests/integrationtest/t/ddl/bdr_mode.test	152	152	;	lexical	alter table t add unique index (a);
tests/integrationtest/t/ddl/bdr_mode.test	154	154	;	lexical	alter table t auto_id_cache = 10;
tests/integrationtest/t/ddl/bdr_mode.test	156	156	;	lexical	create table t_random(a bigint auto_random, primary key (a));
tests/integrationtest/t/ddl/bdr_mode.test	158	158	;	lexical	alter table t_random auto_random_base = 10;
tests/integrationtest/t/ddl/bdr_mode.test	159	159	;	lexical	admin unset bdr role;
tests/integrationtest/t/ddl/bdr_mode.test	160	160	;	lexical	drop table t_random;
tests/integrationtest/t/ddl/bdr_mode.test	161	161	;	lexical	admin set bdr role primary;
tests/integrationtest/t/ddl/bdr_mode.test	164	164	;	lexical	create sequence seq;
tests/integrationtest/t/ddl/bdr_mode.test	165	165	;	lexical	admin unset bdr role;
tests/integrationtest/t/ddl/bdr_mode.test	166	166	;	lexical	create sequence seq;
tests/integrationtest/t/ddl/bdr_mode.test	167	167	;	lexical	admin set bdr role primary;
tests/integrationtest/t/ddl/bdr_mode.test	169	169	;	lexical	alter sequence seq restart;
tests/integrationtest/t/ddl/bdr_mode.test	171	171	;	lexical	drop sequence seq;
tests/integrationtest/t/ddl/bdr_mode.test	172	172	;	lexical	admin unset bdr role;
tests/integrationtest/t/ddl/bdr_mode.test	173	173	;	lexical	drop sequence seq;
tests/integrationtest/t/ddl/bdr_mode.test	174	174	;	lexical	admin set bdr role primary;
tests/integrationtest/t/ddl/bdr_mode.test	176	176	;	lexical	create view v as select 1 as b;
tests/integrationtest/t/ddl/bdr_mode.test	177	177	;	lexical	drop view v;
tests/integrationtest/t/ddl/bdr_mode.test	180	180	;	lexical	alter table t charset utf8mb4 collate utf8mb4_unicode_ci;
tests/integrationtest/t/ddl/bdr_mode.test	182	182	;	lexical	alter database bdr_mode default character set = utf8;
tests/integrationtest/t/ddl/bdr_mode.test	183	183	;	lexical	admin unset bdr role;
tests/integrationtest/t/ddl/bdr_mode.test	184	184	;	lexical	drop database bdr_mode;
tests/integrationtest/t/ddl/bdr_mode.test	185	185	;	lexical	admin set bdr role primary;
tests/integrationtest/t/ddl/bdr_mode.test	188	188	;	lexical	create resource group rg1 ru_per_sec = 100;
tests/integrationtest/t/ddl/bdr_mode.test	189	189	;	lexical	create user user1;
tests/integrationtest/t/ddl/bdr_mode.test	190	190	;	lexical	alter user `user1` resource group `rg1`;
