# universe	source_path	line_count	file_sha256	status	owner	artifact	note
pd-client	client.go	1556	a86903d73da7230b7fc0d3b6da20ddd63ba0be17097bef5f5cc0d4653e870cf8	PARTIAL	pd-member-refresh-runtime	rust/crates/tidb-pd-client/src/client.rs	GetRegion and GetStore carry the discovered cluster identity, validate response headers before projection, preserve raw peer/store fields, and try each current direct PD endpoint at most once after bounded direct failure. A transport or PD-header error first refreshes membership to distinguish a follower or reachable old leader from the confirmed current leader; application failures on the confirmed leader and topology errors remain terminal. Router-service selection, generic retry/backoff, forwarding, the remaining PD methods, metrics, and tracing remain external.
pd-client	clients/gc/client.go	387	6c84200b4ec7e579b39e08b2b7274d8cd1c52ef4fc1a568ceddd0ba816baf3f4	UNTRIAGED	-	-	-
pd-client	clients/metastorage/client.go	91	4143723d6ca950aa0e86beded2502fff663a74e2986b364da34c47c676099373	UNTRIAGED	-	-	-
pd-client	clients/router/client.go	850	738cc8541c72a664d093e0c7f7a65144fa32597972c0f356d0a48141eb3421d2	PARTIAL	pd-member-refresh-runtime	rust/crates/tidb-pd-client/src/model.rs	The checked key lookup projects region, epoch, leader, peer order, every raw source peer-role discriminant and witness bit, and down-peer identities into a transport-neutral model without rejecting forward enum values. Streaming QueryRegion, batching, router-service selection, bucket ownership, and asynchronous routing remain external.
pd-client	clients/router/request.go	115	22954c3a2823575efea58e0b09b6b4fa38646469db4e3b6fae86000ac19eea80	PARTIAL	pd-member-refresh-runtime	rust/crates/tidb-pd-client/src/client.rs	Synchronous requests cross one dedicated runtime worker whose endpoint-keyed tonic client map reuses channels. Foreground failover is deterministic and bounded to one operation attempt per known endpoint; role revalidation permits follower or old-leader transport/header errors to reach the refreshed leader while confirmed-leader application and topology errors remain terminal. Request pooling, client-context cancellation, tracing, batching, and async wait metrics remain external.
pd-client	clients/tso/client.go	603	b0dfc87a67b9da975ff59cb9b353390f63b2d1a22a6195cc9a4446d597ff8ce1	UNTRIAGED	-	-	-
pd-client	clients/tso/dispatcher.go	640	08bf54eb52fe26142fcd2b5dcbe6487e56acccb1e4e41090c6fe6f858dc19820	UNTRIAGED	-	-	-
pd-client	clients/tso/request.go	123	b3d69292c26b3da4ae46323f4af2ea4e4fbe32d1565c2628968385d7c38d523b	UNTRIAGED	-	-	-
pd-client	clients/tso/stream.go	539	9a369438ec3d5c0f2266f307acea1095e212019ef4eea582203f258cf5bcad5b	UNTRIAGED	-	-	-
pd-client	constants/constants.go	42	53f1d693eaf029eacdc6908a61908bb50b186cdc5108190836289324d862e26f	UNTRIAGED	-	-	-
pd-client	errs/errno.go	121	1f0f79f3c38d60ff7cc83b5492baa5460c223ebdd53a8c5723b93d0eac20ccd9	UNTRIAGED	-	-	-
pd-client	errs/errs.go	68	e3af949b6f5db4c8751ed914d77c54d9665babe8b56efe288e83d72e3a64352a	UNTRIAGED	-	-	-
pd-client	gc_client.go	487	2f0796b06c9b8cead936af5f79a24e7e9656dd310a065cf3e14a6e78b9b8272d	UNTRIAGED	-	-	-
pd-client	http/api.go	259	cd1b350a84f233100d57f57107061e873634a437ab55a73228cc6aadef39eb84	UNTRIAGED	-	-	-
pd-client	http/client.go	412	0384ace37a36ffc3565f78bb0699797c655f26d6f368eab50887e92bf07c69b7	UNTRIAGED	-	-	-
pd-client	http/codec.go	121	d10a4a74dc1919e23f7ac220448e8756a7ce7a88a389311cd268a541b0474771	UNTRIAGED	-	-	-
pd-client	http/interface.go	1456	d69729c79133e07d9d161fea2e8011a6c335fb5061d1fdc525fcc735f84e14d5	UNTRIAGED	-	-	-
pd-client	http/request_info.go	187	ebc30eb8d1e2824d5a563ce4bc39373324028e7a375fd4a0e3ec1e7a4f170a14	UNTRIAGED	-	-	-
pd-client	http/testutil.go	75	1796bf104b20b333956b009642bd805a9d9452b1c8fe7987b68c3ec312bd7cd1	UNTRIAGED	-	-	-
pd-client	http/types.go	815	108258c0afd5f38b90db4605c5c7acb50d49def931087792b7069837ce5d3ca9	UNTRIAGED	-	-	-
pd-client	inner_client.go	414	9e11e9d887c88c67cf95c1bdeb12eb31a9641717deee09e44538a49a23d8d39c	UNTRIAGED	-	-	-
pd-client	keyspace_client.go	248	8ef6f64fb702d3ead535deb366dfd83d62f16d1c517cd5cea1538977011e56fd	UNTRIAGED	-	-	-
pd-client	meta_storage_client.go	216	5adfd9af711d72b27a0c74c25663eb19760399bac52553fc7614f9f11aff3c2a	UNTRIAGED	-	-	-
pd-client	metrics/metrics.go	453	9d966d40fbe46d4d5d925ed59d2a0291fa2f812f17a1029f48b535385ef8d34b	UNTRIAGED	-	-	-
pd-client	opt/option.go	378	4799581c1573b9ec7dab1daab437146452e2ee3e1e33d26ece2d5e7727f272c1	PARTIAL	pd-member-refresh-runtime	rust/crates/tidb-pd-client/src/client.rs	The bounded client exposes one explicit per-endpoint deadline and deliberately omits retry budgets, backoff, forwarding, TLS, router-client, follower-handle, metrics, TSO, and dynamic options. Broader option parity remains external.
pd-client	pkg/batch/batch_controller.go	271	a2b42def060b2b01c6bb07059252a1106e8a72600db6f95fcbabe9da44c1d627	UNTRIAGED	-	-	-
pd-client	pkg/caller/caller.go	87	2a2c5e4ff41308fde0cca63e39b30ed20625bdc87c860ed2efeb183fa67f6660	UNTRIAGED	-	-	-
pd-client	pkg/circuitbreaker/circuit_breaker.go	345	f5364cc36beec2eb3921520ba33d430642d011316fad598b080b011ba63dbb92	UNTRIAGED	-	-	-
pd-client	pkg/connectionctx/manager.go	167	92778a87fb3af520cb4c5fd1161a2438f02ee8151ab52c242af0e7ad011c72c4	UNTRIAGED	-	-	-
pd-client	pkg/deadline/watcher.go	111	949508a4a92b190d31c744cf02ff6786a8e5278ef0883b62b58a5cb5f7c4bfbe	UNTRIAGED	-	-	-
pd-client	pkg/retry/backoff.go	217	7e8933434ddf483e6a8777c22aebfdb2aa619e690e9bc49c8603ff0dfcc02c80	UNTRIAGED	-	-	-
pd-client	pkg/retry/interval_retry.go	56	4df997fea114ee60cfabd333c04f7bc58913c6c5fb05449de554643bb456bf86	UNTRIAGED	-	-	-
pd-client	pkg/utils/grpcutil/grpcutil.go	248	ebc67fbf697902dbc96a38144978d27aa5bdfb8eef8bf68813ea95cf3a767273	UNTRIAGED	-	-	-
pd-client	pkg/utils/testutil/check_env_dummy.go	21	c24555281422963888221434be397b9909f799ce7dd1f4a2a4db218b65437cc2	UNTRIAGED	-	-	-
pd-client	pkg/utils/testutil/check_env_linux.go	43	400885eecc41a9badf71bd8415ce72afd03e91226347d6283d1328cdf0c7cade	UNTRIAGED	-	-	-
pd-client	pkg/utils/testutil/leak.go	26	a1751623342fc99db4c7a90b39d0edc0ddc5ce5ee39c068f5d41a1646d880201	UNTRIAGED	-	-	-
pd-client	pkg/utils/testutil/tempurl.go	66	04ce093e14184b51d0bb0aa3b010802d7e6f895891cc841209ab98c9930b42e2	UNTRIAGED	-	-	-
pd-client	pkg/utils/testutil/testutil.go	61	5253e9c3618e83d315b7ea9032270f806bb4b9261c7b791afd95b3d421790fbd	UNTRIAGED	-	-	-
pd-client	pkg/utils/timerutil/pool.go	57	cc052c9e58336eb3073beafd65e7fd74e355f717bc05feabba91189a1a52c7b6	UNTRIAGED	-	-	-
pd-client	pkg/utils/tlsutil/tlsconfig.go	213	507b668defc5ae363d6491cc15cd7463958f1ebc8f965317597ab2a19bf13bc3	UNTRIAGED	-	-	-
pd-client	pkg/utils/tlsutil/tlsutil.go	92	a836a7c3d66afcb069aaacab01c3684cbfefbadbcbd84aaa5a8167c9d6f7ebe1	UNTRIAGED	-	-	-
pd-client	pkg/utils/tlsutil/url.go	89	dc3f37931e4a36074615b4f64fcc901c058cc39b89d6ad0eece8caa51a951078	UNTRIAGED	-	-	-
pd-client	pkg/utils/tsoutil/tsoutil.go	41	67c5b0d93c59d77c573b4837aaf4a98c1fa97f00cd126828147840152c985a0a	UNTRIAGED	-	-	-
pd-client	resource_group/controller/config.go	248	3f339a7c178e25137103338c0dcc4d38df9c8699d88629d4fec1e81d8cf4f608	UNTRIAGED	-	-	-
pd-client	resource_group/controller/global_controller.go	860	774fcd64a1bae7c7ff4f733ee1dc43ec1b20790d5a0b1e7ff06beba83dbdb440	UNTRIAGED	-	-	-
pd-client	resource_group/controller/group_controller.go	802	ec1c1ae832351393f07b1b6d4a3d1f14fa905e4189cad29c6d294eb5631dc178	UNTRIAGED	-	-	-
pd-client	resource_group/controller/limiter.go	589	3e08e99b23b8070e14b21f6c6117701f3604fdea1da66144269452137e24bc0e	UNTRIAGED	-	-	-
pd-client	resource_group/controller/metrics/metrics.go	245	00a424cee8f2d24fde215e2c0c6444b6c005558f1566f735970813e565b21e32	UNTRIAGED	-	-	-
pd-client	resource_group/controller/model.go	456	2984866365375c50fc50edc7cfa95cde61d5b56355f9ca6a96944cbef785982c	UNTRIAGED	-	-	-
pd-client	resource_group/controller/testutil.go	119	ffa5e8608a9ed2e67f4bbd0f305d3ffe143d43742f1b60385f91dd63a66060c0	UNTRIAGED	-	-	-
pd-client	resource_group/controller/util.go	68	75514dae232a750e35f66da4c05ba4431395fc1f587c4ec545a4074433c83844	UNTRIAGED	-	-	-
pd-client	resource_manager_client.go	462	89736ed5de6793bd3de6c77cc12f09cd8a9002137b70eeb2545ce847ddc18c73	UNTRIAGED	-	-	-
pd-client	servicediscovery/callbacks.go	105	5f927301227919e13a6c30a0466b749e25765e85e8ca69d73fa131972b318f25	UNTRIAGED	-	-	-
pd-client	servicediscovery/mock_service_discovery.go	113	bb36615732f3228f1078b74c347124837651fe81b5173144d4de456abc69e3a1	UNTRIAGED	-	-	-
pd-client	servicediscovery/resource_manager_service_discovery.go	282	1c2a011ce5e9761c560a721117293c64d69db3587e2676ef76bd699fceac466e	UNTRIAGED	-	-	-
pd-client	servicediscovery/router_service_discovery.go	333	09a3f34fec352c4ae1032d211438140fef1a946b9168723bcc713d64febd777e	UNTRIAGED	-	-	-
pd-client	servicediscovery/service_discovery.go	1124	620648327631b098c3a6a840648e0dc6c071ce3a6f5d5c9a8ed98d05ebad3bd9	PARTIAL	pd-member-refresh-runtime	rust/crates/tidb-pd-client/src/client.rs	Construction accepts one or more plaintext seeds, validates every confirmed nonzero response identity, skips per-seed RPC/header/zero-ID/incomplete-topology observations, and retains the last complete same-cluster GetMembers snapshot. Foreground refresh tries every known URL without erasing the last complete snapshot, normalizes/sorts/deduplicates member URLs, and records the leader. Background update/health loops, callbacks, TLS, forwarding, and service-mode changes remain external.
pd-client	servicediscovery/tso_service_discovery.go	802	15cede335d4505057050aac07404a4039fa8f602a03467c506a834ed82a94e31	UNTRIAGED	-	-	-
