# find-best-task-go-lockdown-inventory-v1
# owning-go-source	pkg/planner/core/find_best_task.go
# source-sha256	4f98311980c38ca56f98e21925c45e4a412c1481f61bd33711ca31058eabf25d
# source-bytes	136221
# source-lines	3329
# owning-go-test	pkg/planner/core/find_best_task_test.go
# test-sha256	be9adaa1527557fdb9a7dbac3d270139493b709a6beb15dfac8e4b44401e5612
# test-bytes	6089
# test-lines	171
# production-obligations	1667
# direct-test-support-obligations	61
# explicitly-unclaimed-source	pkg/executor/distsql.go
obligation_id	category	source_path	ast_anchor	node_sha256	owner	status	rust_symbol	evidence
Ob9a5d898c2e1f483	branch	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/if:1/false	a013c4df2874690fb45e3da8a9175ca893ff92171ab8e594f24e98c96f584cca	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
O76f70c89ca97bc37	branch	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/if:1/true	a013c4df2874690fb45e3da8a9175ca893ff92171ab8e594f24e98c96f584cca	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
Oaa145a13dc985341	branch	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/if:10/false	8942c63cc8c614d20a96fb27ea339308d29b852dedea3493a688c88910e470ea	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
O6c6f3b550156c294	branch	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/if:10/true	8942c63cc8c614d20a96fb27ea339308d29b852dedea3493a688c88910e470ea	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
O46fc83419abfef5d	branch	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/if:11/false	c85518f8b0bb582652077444a91011012744ae6c939ccfdc58da8c6fe0fd95f0	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
Obc773fd7634e154f	branch	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/if:11/true	c85518f8b0bb582652077444a91011012744ae6c939ccfdc58da8c6fe0fd95f0	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
Ofec12f627f8a1db9	branch	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/if:12/false	fbe49fc1e36182c6c4022b4a0fa44f2fe0f719908725a90cdbd8307765a42400	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
Oe184f17e02e8d94a	branch	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/if:12/true	fbe49fc1e36182c6c4022b4a0fa44f2fe0f719908725a90cdbd8307765a42400	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
O858b5879f2c192c1	branch	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/if:13/false	43cf4c5766befc774fa987b69fc48775421b5331808519f933fcd2f88d259f32	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
O877e1e6636f0e18b	branch	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/if:13/true	43cf4c5766befc774fa987b69fc48775421b5331808519f933fcd2f88d259f32	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
Ocd3aabeb0af457aa	branch	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/if:14/false	8942c63cc8c614d20a96fb27ea339308d29b852dedea3493a688c88910e470ea	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
Ob3508b5c6d8fb39b	branch	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/if:14/true	8942c63cc8c614d20a96fb27ea339308d29b852dedea3493a688c88910e470ea	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
O1052c45269a561f1	branch	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/if:15/false	5f381f5ede0b3f7580cd82fb1baf3c0b53b54aad6bcb90f4164f51b8f2a2e0e7	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
O04d54d22986e3d6b	branch	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/if:15/true	5f381f5ede0b3f7580cd82fb1baf3c0b53b54aad6bcb90f4164f51b8f2a2e0e7	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
Oddc52da1da9296aa	branch	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/if:16/false	f62276d9b80490d4cebb4ff5fc67e732295e4be55d1dfc10f382f7074a2a3624	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
O46c3df54f86c77d0	branch	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/if:16/true	f62276d9b80490d4cebb4ff5fc67e732295e4be55d1dfc10f382f7074a2a3624	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
O0de1e14405ccb3be	branch	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/if:17/false	dbe602ebe38a31d64a9c2282406088fb76377c64507f908ac7932fc423083ed1	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
Oe17a876f034c4811	branch	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/if:17/true	dbe602ebe38a31d64a9c2282406088fb76377c64507f908ac7932fc423083ed1	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
O2ee7e54f4aef2622	branch	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/if:18/false	dcc7508408e33905dc7487f5a7d8a605e1aebc6b65ec5917849e2e7d1a3fb8ff	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
O527f7cbb47b55af3	branch	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/if:18/true	dcc7508408e33905dc7487f5a7d8a605e1aebc6b65ec5917849e2e7d1a3fb8ff	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
Oe74d7c997aa010dc	branch	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/if:19/false	be9723d94ca09253b64c39ee984ac1036d493944305f503f28b9d91a3e97a399	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
Oea1a6a828f873ec3	branch	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/if:19/true	be9723d94ca09253b64c39ee984ac1036d493944305f503f28b9d91a3e97a399	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
Oa9fe334e79b3ff79	branch	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/if:2/false	4525ee8e60e2eb9fce217077af199fe8e50577fa3ac99dcb28913750f67abc4b	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
O4318dbeea4ee8835	branch	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/if:2/true	4525ee8e60e2eb9fce217077af199fe8e50577fa3ac99dcb28913750f67abc4b	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
Oa8f2465d7c9d2862	branch	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/if:20/false	1a987a5d9730d5411a16a0930af6b840cf57ab155bfc0316f289f223202e108d	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
Od7783e59d162b517	branch	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/if:20/true	1a987a5d9730d5411a16a0930af6b840cf57ab155bfc0316f289f223202e108d	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
Ob73ff98396d70d21	branch	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/if:21/false	40bf664679ecbcac00c3f2386ffe0c802af33942940f1fee80ace26718ed040f	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
O914d8fca06904b66	branch	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/if:21/true	40bf664679ecbcac00c3f2386ffe0c802af33942940f1fee80ace26718ed040f	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
O43806c712f735ec6	branch	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/if:3/false	a63281fee5938cf984569b0fb629fddb5f3fc507d0e46463318c0efe708ff5bb	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
O2c22319c677a709c	branch	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/if:3/true	a63281fee5938cf984569b0fb629fddb5f3fc507d0e46463318c0efe708ff5bb	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
O90e6a122ff70739f	branch	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/if:4/false	27679f486c958094b4127ed6368ebbcd3063c59a58d453b1aeb875d2b6e3557c	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
O1115bd416b375058	branch	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/if:4/true	27679f486c958094b4127ed6368ebbcd3063c59a58d453b1aeb875d2b6e3557c	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
Ob18ee77051796c79	branch	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/if:5/false	9aea6f299ca85bf99beeef06c9bf748f7f4f3b753014e0dbc95b4f3ac38fc6d8	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
O525cc236617b2e0c	branch	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/if:5/true	9aea6f299ca85bf99beeef06c9bf748f7f4f3b753014e0dbc95b4f3ac38fc6d8	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
Oc72520f7ba422e87	branch	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/if:6/false	0d8de2b4c4cfe9c0a17bd0c3a63375143674113f6deb8fc5f1388e9d87f9befa	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
O35597a2b72ad5b89	branch	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/if:6/true	0d8de2b4c4cfe9c0a17bd0c3a63375143674113f6deb8fc5f1388e9d87f9befa	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
O73e0b233efb0b573	branch	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/if:7/false	d731b60651c62e660f3a23b23dd0937c2b254253a0ec39d826695766890e0c0f	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
O6e0d9131a57a82ad	branch	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/if:7/true	d731b60651c62e660f3a23b23dd0937c2b254253a0ec39d826695766890e0c0f	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
O988bea4674860e47	branch	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/if:8/false	bbb224abc057dfa45017e05baeac2ad5760f5e20f0471deb78e2bd56e1fe8b7e	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
O8bf338dcd043a39c	branch	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/if:8/true	bbb224abc057dfa45017e05baeac2ad5760f5e20f0471deb78e2bd56e1fe8b7e	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
O5d61aab520f5a491	branch	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/if:9/false	8ef85a9cbabfc7844ec1f980769b2008a36c53e57cf13bccb22d83d9e01f1195	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
Oc222ddab6b6817a5	branch	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/if:9/true	8ef85a9cbabfc7844ec1f980769b2008a36c53e57cf13bccb22d83d9e01f1195	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
O121cc4fc7e88d471	short_circuit	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/logical:1:||/lhs_short_circuits	70eac11f7d39cc9d695b97150fd1d2700e255fd3ba53fbbb12a4df88e057a8e4	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
Oe67da0b23ea0ce74	short_circuit	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/logical:1:||/rhs_evaluated	70eac11f7d39cc9d695b97150fd1d2700e255fd3ba53fbbb12a4df88e057a8e4	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
Od2b664e03eac8966	short_circuit	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/logical:2:&&/lhs_short_circuits	7aa2bf11c324317fb81f1a27cb34f68568a8e3321942a26c851e22b2d341386d	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
O5543a4577f7213d3	short_circuit	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/logical:2:&&/rhs_evaluated	7aa2bf11c324317fb81f1a27cb34f68568a8e3321942a26c851e22b2d341386d	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
Oa48c4401f5bfc889	short_circuit	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/logical:3:&&/lhs_short_circuits	5baf5fc5b9e658595bc4264a0ab18086a067ace7220b3931d9eba0f7b5552ba6	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
O6e678e4fc99fd45c	short_circuit	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/logical:3:&&/rhs_evaluated	5baf5fc5b9e658595bc4264a0ab18086a067ace7220b3931d9eba0f7b5552ba6	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
Obac74c6b3787e8bb	short_circuit	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/logical:4:&&/lhs_short_circuits	02a2b4f872c2867ac52c225fb0b021dac20f7f0397e0a36aa01fc894caedd072	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
O5c6e2b14313916c2	short_circuit	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/logical:4:&&/rhs_evaluated	02a2b4f872c2867ac52c225fb0b021dac20f7f0397e0a36aa01fc894caedd072	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
O728cd29f95f560cf	short_circuit	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/logical:5:&&/lhs_short_circuits	d4d73d56a62eabe53b668ee2f78dc0f1a30078bc636d6af8ab5afd2ed13095a4	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
Ocefdbff09dddb8f1	short_circuit	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/logical:5:&&/rhs_evaluated	d4d73d56a62eabe53b668ee2f78dc0f1a30078bc636d6af8ab5afd2ed13095a4	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
O1aa6975680e08181	short_circuit	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/logical:6:&&/lhs_short_circuits	c3b12fdfd42a4e4b73faa70d193e0dea5895f50b2393b83546c0c6f74e8c2674	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
Odaf889e7f5aff35e	short_circuit	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/logical:6:&&/rhs_evaluated	c3b12fdfd42a4e4b73faa70d193e0dea5895f50b2393b83546c0c6f74e8c2674	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
Ocb77a2bcae43b6fc	short_circuit	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/logical:7:&&/lhs_short_circuits	3dc8fc1cc9c595e338db7cd72229a6d6beb1477a8d365310675b7fe97338336f	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
Oa62abba63d18ab53	short_circuit	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/logical:7:&&/rhs_evaluated	3dc8fc1cc9c595e338db7cd72229a6d6beb1477a8d365310675b7fe97338336f	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
Oe01fb0cab5f5f969	loop	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/loop:1/enters	47bf0d6d9d800100119c99e1aa4c157a408f43af9899e8d73efe87fc28566659	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
Ofbd44b81a6e78b98	loop	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/loop:1/zero_iterations	47bf0d6d9d800100119c99e1aa4c157a408f43af9899e8d73efe87fc28566659	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
Oab5096484138e727	loop	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/loop:2/enters	9c686760120e31d904957892daa42e263b7fc59049e4673673f48cb6cd89d9a4	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
Oea72f0af1d8242f2	loop	pkg/planner/core/find_best_task.go	convertToIndexMergeScan/loop:2/zero_iterations	9c686760120e31d904957892daa42e263b7fc59049e4673673f48cb6cd89d9a4	convertToIndexMergeScan	UNREACHABLE	-	U_INDEX_MERGE
O3f99a371eb36dca1	function	pkg/planner/core/find_best_task.go	convertToIndexScan	15c5cc9b9aa00f72b9b0ffe6cb9a3a57bb52ff3cf9c66d03ff2f36fd95c0f94a	convertToIndexScan	PORTED	driver::access::commit_index_range_source	R_SCAN_BUILD
O43c66e6d636d1eef	branch	pkg/planner/core/find_best_task.go	convertToIndexScan/if:1/false	d3371bb2f3d4dfcb8126789797c0b9fa4cb959b74097c8be6134c9b01c254fb1	convertToIndexScan	PORTED	driver::access::commit_index_range_source	R_SCAN_BUILD
Oa3ac1fa6529d6e42	branch	pkg/planner/core/find_best_task.go	convertToIndexScan/if:1/true	d3371bb2f3d4dfcb8126789797c0b9fa4cb959b74097c8be6134c9b01c254fb1	convertToIndexScan	PORTED	driver::access::commit_index_range_source	R_SCAN_BUILD
O5ac7d2795ebdb69f	branch	pkg/planner/core/find_best_task.go	convertToIndexScan/if:10/false	da100494e24dafe4b592935510e58f3f64aa29bd643c2ef7382ace8c039a9704	convertToIndexScan	PORTED	driver::access::commit_index_range_source	R_SCAN_BUILD
O35efcfb54fe7c6e3	branch	pkg/planner/core/find_best_task.go	convertToIndexScan/if:10/true	da100494e24dafe4b592935510e58f3f64aa29bd643c2ef7382ace8c039a9704	convertToIndexScan	PORTED	driver::access::commit_index_range_source	R_SCAN_BUILD
O9f006bd8e5682d2b	branch	pkg/planner/core/find_best_task.go	convertToIndexScan/if:11/false	0cc2edf36822511a0cb35a32005edd751da9fe1699c727d823780df512614fa3	convertToIndexScan	PORTED	driver::access::commit_index_range_source	R_SCAN_BUILD
Od172816ee6dc4893	branch	pkg/planner/core/find_best_task.go	convertToIndexScan/if:11/true	0cc2edf36822511a0cb35a32005edd751da9fe1699c727d823780df512614fa3	convertToIndexScan	PORTED	driver::access::commit_index_range_source	R_SCAN_BUILD
O3df8011ce6b130e0	branch	pkg/planner/core/find_best_task.go	convertToIndexScan/if:12/false	0a2bccf2527a510d96de19e01e876a74ef7957b92bbb6f420739b114ce67be6c	convertToIndexScan	PORTED	driver::access::commit_index_range_source	R_SCAN_BUILD
O5eaf3b187b27f1e9	branch	pkg/planner/core/find_best_task.go	convertToIndexScan/if:12/true	0a2bccf2527a510d96de19e01e876a74ef7957b92bbb6f420739b114ce67be6c	convertToIndexScan	PORTED	driver::access::commit_index_range_source	R_SCAN_BUILD
O45ffcdab538fe16e	branch	pkg/planner/core/find_best_task.go	convertToIndexScan/if:13/false	d8f031d61acc55050011b5dab9b8a1ff49e92aea2d49f183c2d573f8704e67cb	convertToIndexScan	PORTED	driver::access::commit_index_range_source	R_SCAN_BUILD
O59475017cd465110	branch	pkg/planner/core/find_best_task.go	convertToIndexScan/if:13/true	d8f031d61acc55050011b5dab9b8a1ff49e92aea2d49f183c2d573f8704e67cb	convertToIndexScan	PORTED	driver::access::commit_index_range_source	R_SCAN_BUILD
Oe340d6593e29ba73	branch	pkg/planner/core/find_best_task.go	convertToIndexScan/if:14/false	267d3d4b3a36de7814b6cbc87fc1d12bf2daebfa2872dea8165a762bd74ad820	convertToIndexScan	PORTED	driver::access::commit_index_range_source	R_SCAN_BUILD
O14354a286a60b0ad	branch	pkg/planner/core/find_best_task.go	convertToIndexScan/if:14/true	267d3d4b3a36de7814b6cbc87fc1d12bf2daebfa2872dea8165a762bd74ad820	convertToIndexScan	PORTED	driver::access::commit_index_range_source	R_SCAN_BUILD
Ocf4d6a6d968e0f26	branch	pkg/planner/core/find_best_task.go	convertToIndexScan/if:15/false	9cbdc5328f789962afa8ebcbe4163e5e7e0d2e20b0e8d4cdf7b378434fbccaa3	convertToIndexScan	PORTED	driver::access::commit_index_range_source	R_SCAN_BUILD
O269bfcaca6c07cb7	branch	pkg/planner/core/find_best_task.go	convertToIndexScan/if:15/true	9cbdc5328f789962afa8ebcbe4163e5e7e0d2e20b0e8d4cdf7b378434fbccaa3	convertToIndexScan	PORTED	driver::access::commit_index_range_source	R_SCAN_BUILD
O06d97549904d648c	branch	pkg/planner/core/find_best_task.go	convertToIndexScan/if:16/false	e044bbeb543256273a8d613573d4a92fdbe4fc5c31dd1de3e0de20c1076acece	convertToIndexScan	PORTED	driver::access::commit_index_range_source	R_SCAN_BUILD
Ob9b2ef376eef98a0	branch	pkg/planner/core/find_best_task.go	convertToIndexScan/if:16/true	e044bbeb543256273a8d613573d4a92fdbe4fc5c31dd1de3e0de20c1076acece	convertToIndexScan	PORTED	driver::access::commit_index_range_source	R_SCAN_BUILD
O6ad31f0e0073d7c7	branch	pkg/planner/core/find_best_task.go	convertToIndexScan/if:17/false	a38eede0682a00fcaa18e105dd50898441f2aa60cd73c1a11eeeabb078a0b10b	convertToIndexScan	PORTED	driver::access::commit_index_range_source	R_SCAN_BUILD
O6b4687b84aa61cfd	branch	pkg/planner/core/find_best_task.go	convertToIndexScan/if:17/true	a38eede0682a00fcaa18e105dd50898441f2aa60cd73c1a11eeeabb078a0b10b	convertToIndexScan	PORTED	driver::access::commit_index_range_source	R_SCAN_BUILD
O78c9cf0c32836e62	branch	pkg/planner/core/find_best_task.go	convertToIndexScan/if:18/false	e173a5d21e8aeaffba3ed6777cfe85a7c2da81b4560d39eb31589ded1542fcec	convertToIndexScan	PORTED	driver::access::commit_index_range_source	R_SCAN_BUILD
O93e809c96aa92db7	branch	pkg/planner/core/find_best_task.go	convertToIndexScan/if:18/true	e173a5d21e8aeaffba3ed6777cfe85a7c2da81b4560d39eb31589ded1542fcec	convertToIndexScan	PORTED	driver::access::commit_index_range_source	R_SCAN_BUILD
O87bd7b0ac4bd093a	branch	pkg/planner/core/find_best_task.go	convertToIndexScan/if:19/false	3ee2c19b26d0449e44212ed4dd440d8768f45f73b0e5cfdf71ea36af094aef69	convertToIndexScan	PORTED	driver::access::commit_index_range_source	R_SCAN_BUILD
O9186c31e47934ae4	branch	pkg/planner/core/find_best_task.go	convertToIndexScan/if:19/true	3ee2c19b26d0449e44212ed4dd440d8768f45f73b0e5cfdf71ea36af094aef69	convertToIndexScan	PORTED	driver::access::commit_index_range_source	R_SCAN_BUILD
Oa8df80a11848e4a3	branch	pkg/planner/core/find_best_task.go	convertToIndexScan/if:2/false	3cdbe012f56e8bbcc8257d51398876b13461de5e0c5a455fdfcd14458d266098	convertToIndexScan	PORTED	driver::access::commit_index_range_source	R_SCAN_BUILD
Occ1c35cebe793bf5	branch	pkg/planner/core/find_best_task.go	convertToIndexScan/if:2/true	3cdbe012f56e8bbcc8257d51398876b13461de5e0c5a455fdfcd14458d266098	convertToIndexScan	PORTED	driver::access::commit_index_range_source	R_SCAN_BUILD
O29d662a8a23d4f61	branch	pkg/planner/core/find_best_task.go	convertToIndexScan/if:20/false	f90b0ab63a1c78336ecf2e081d2cecef01333f377babbbefbe4d1df0b702c5d8	convertToIndexScan	PORTED	driver::access::commit_index_range_source	R_SCAN_BUILD
O87f484925385bfad	branch	pkg/planner/core/find_best_task.go	convertToIndexScan/if:20/true	f90b0ab63a1c78336ecf2e081d2cecef01333f377babbbefbe4d1df0b702c5d8	convertToIndexScan	PORTED	driver::access::commit_index_range_source	R_SCAN_BUILD
O617f6ecb9883e781	branch	pkg/planner/core/find_best_task.go	convertToIndexScan/if:21/false	39b631343c2f9a8ab44dc26aa011f0dc2483cbcac3e926095bca72e6eb43f589	convertToIndexScan	PORTED	driver::access::commit_index_range_source	R_SCAN_BUILD
O0df48dce91758a77	branch	pkg/planner/core/find_best_task.go	convertToIndexScan/if:21/true	39b631343c2f9a8ab44dc26aa011f0dc2483cbcac3e926095bca72e6eb43f589	convertToIndexScan	PORTED	driver::access::commit_index_range_source	R_SCAN_BUILD
O0109fb94dea34e25	branch	pkg/planner/core/find_best_task.go	convertToIndexScan/if:22/false	13d9f43d24a6004a0150aec8b83a9080d6185c3e90a1eafdb27eadfed0db2b1e	convertToIndexScan	PORTED	driver::access::commit_index_range_source	R_SCAN_BUILD
O5843e5ec9f931330	branch	pkg/planner/core/find_best_task.go	convertToIndexScan/if:22/true	13d9f43d24a6004a0150aec8b83a9080d6185c3e90a1eafdb27eadfed0db2b1e	convertToIndexScan	PORTED	driver::access::commit_index_range_source	R_SCAN_BUILD
Oc45ca30e9e366185	branch	pkg/planner/core/find_best_task.go	convertToIndexScan/if:23/false	d0ac33b4bedce51d5e54f052cf145fd5ffa8625f91ec75075950109ef5a0d4f7	convertToIndexScan	PORTED	driver::access::commit_index_range_source	R_SCAN_BUILD
Oe978360ac231dec5	branch	pkg/planner/core/find_best_task.go	convertToIndexScan/if:23/true	d0ac33b4bedce51d5e54f052cf145fd5ffa8625f91ec75075950109ef5a0d4f7	convertToIndexScan	PORTED	driver::access::commit_index_range_source	R_SCAN_BUILD
O2f959dbbc04acb77	branch	pkg/planner/core/find_best_task.go	convertToIndexScan/if:24/false	911a1171f1dc8705c1b910c5530a9765252b6d2633395ee00d2be420b6bc665d	convertToIndexScan	PORTED	driver::access::commit_index_range_source	R_SCAN_BUILD
O92288271c588aedd	branch	pkg/planner/core/find_best_task.go	convertToIndexScan/if:24/true	911a1171f1dc8705c1b910c5530a9765252b6d2633395ee00d2be420b6bc665d	convertToIndexScan	PORTED	driver::access::commit_index_range_source	R_SCAN_BUILD
Oe2b3aa86991ef694	branch	pkg/planner/core/find_best_task.go	convertToIndexScan/if:3/false	ea2a3b78d64833c90b7c6c1b50e2683c8c285a3595664b6bdf350053eb70aa06	convertToIndexScan	PORTED	driver::access::commit_index_range_source	R_SCAN_BUILD
O56c76f28b759ce63	branch	pkg/planner/core/find_best_task.go	convertToIndexScan/if:3/true	ea2a3b78d64833c90b7c6c1b50e2683c8c285a3595664b6bdf350053eb70aa06	convertToIndexScan	PORTED	driver::access::commit_index_range_source	R_SCAN_BUILD
O6f357e4e152bc13f	branch	pkg/planner/core/find_best_task.go	convertToIndexScan/if:4/false	bda909340211123d9c66c22d2010dbd23d9dfcd35ce3e5571a21c37b67e497ac	convertToIndexScan	PORTED	driver::access::commit_index_range_source	R_SCAN_BUILD
O70f596d17684c793	branch	pkg/planner/core/find_best_task.go	convertToIndexScan/if:4/true	bda909340211123d9c66c22d2010dbd23d9dfcd35ce3e5571a21c37b67e497ac	convertToIndexScan	PORTED	driver::access::commit_index_range_source	R_SCAN_BUILD
O798b714c28aadba5	branch	pkg/planner/core/find_best_task.go	convertToIndexScan/if:5/false	4525ee8e60e2eb9fce217077af199fe8e50577fa3ac99dcb28913750f67abc4b	convertToIndexScan	PORTED	driver::access::commit_index_range_source	R_SCAN_BUILD
O9f714a12a93bc467	branch	pkg/planner/core/find_best_task.go	convertToIndexScan/if:5/true	4525ee8e60e2eb9fce217077af199fe8e50577fa3ac99dcb28913750f67abc4b	convertToIndexScan	PORTED	driver::access::commit_index_range_source	R_SCAN_BUILD
Od6b633c44840b6da	branch	pkg/planner/core/find_best_task.go	convertToIndexScan/if:6/false	18e741e74d909db55ae72049be992678ac44baa826b5b8936f751e3baa50ae28	convertToIndexScan	PORTED	driver::access::commit_index_range_source	R_SCAN_BUILD
O9f845df04fd245dc	branch	pkg/planner/core/find_best_task.go	convertToIndexScan/if:6/true	18e741e74d909db55ae72049be992678ac44baa826b5b8936f751e3baa50ae28	convertToIndexScan	PORTED	driver::access::commit_index_range_source	R_SCAN_BUILD
